variant,n_qubits,J,h,dt,depth,topology,virtual_nodes,reupload,amplitude_damping,dephasing,coupling_mode,coupling_seed,feature_dim,mean_val_nrmse,median_val_nrmse,mean_test_nrmse,median_test_nrmse
qrc_d,6,1.0,1.0,0.25,5,complete,3,False,0.02,0.01,disordered,314159,63,1.1264600069490462,1.0126026811787936,1.1408371994630162,1.0088680184523513
