variant,n_qubits,J,h,dt,depth,topology,virtual_nodes,reupload,amplitude_damping,dephasing,coupling_mode,coupling_seed,feature_dim,mean_val_nrmse,median_val_nrmse,mean_test_nrmse,median_test_nrmse
qrc_m,6,1.0,1.0,0.25,5,complete,3,False,0.0,0.0,disordered,314159,63,0.9013561305499889,0.9839780358299971,0.9745585586618604,0.971271092287812
