dataset_id,name,family,source,task_type,params,seed,schema_version,n_channels,length,horizon,missing_frac,irregular_sampling,mean,std,skew,kurtosis,ac_timescale,ami_first_min,mem_capacity,mem_capacity_valid,r2_linear,nl_gain,snr_db,snr_valid,lyapunov,lyapunov_valid,zero_one_K,zero_one_valid,spectral_entropy,dom_freq,spectral_flatness,adf_p,kpss_p,n_diffs,dfa_alpha,dfa_valid,perm_entropy,forecastability,pred_nrmse_gbm,true_lyapunov,true_memory_order,true_n_frequencies,true_hurst,is_chaotic,nrmse_linear,nrmse_esn_matched,nrmse_qrc_spin,nrmse_gbm,qrc_advantage
garch_a0.225_b0.726_s013:2213:800,garch_a0.225_b0.726_s013,nonlinear_stochastic,synthetic,forecast,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.22535597989636466, 'beta': 0.7264542777544962}",2213,v1,1,800,1,0.0,False,-6.3441315692866086e-18,0.9999999999999999,0.4327017750487654,4.880225124720085,1.0,4.0,,False,-0.1342004157773733,0.183056641314143,-0.1505279999426939,True,0.14042211497986093,True,0.992941902570881,True,0.9188017058513972,0.24107142857142858,0.5528170182103327,0.001,0.9176293741732405,0,0.4590297004753394,True,0.9914413136628947,0.0811982941486028,0.9752660019006252,,,,,0.0,1.0593024352290419,1.048407240054601,1.0619824039506476,1.1259137935535448,-0.013575163896046627
garch_a0.150_b0.435_s014:2214:800,garch_a0.150_b0.435_s014,nonlinear_stochastic,synthetic,forecast,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.14952435658372648, 'beta': 0.4352299761115613}",2214,v1,1,800,1,0.0,False,-6.3441315692866086e-18,0.9999999999999999,-0.004780987579604342,0.0154693669129502,1.0,2.0,,False,-0.08194443448639332,0.015567570674835052,-0.7548308978539088,True,0.14258065970855333,True,0.9988353001216383,True,0.9434063584750209,0.3767857142857143,0.6327701870343013,0.001,0.24560486318361463,0,0.520901218039577,True,0.993662136310278,0.056593641524979144,1.0326552492538632,,,,,0.0,1.040653658986516,1.0125901199799303,1.014463531170001,1.0242047382410782,-0.001873411190070673
garch_a0.066_b0.654_s015:2215:800,garch_a0.066_b0.654_s015,nonlinear_stochastic,synthetic,forecast,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.06562302799049952, 'beta': 0.654112838648021}",2215,v1,1,800,1,0.0,False,7.93016446160826e-18,1.0,-0.08500411645099283,-0.04331412394862033,1.0,4.0,,False,-0.08664075394774606,0.03149534826402678,-0.6661178740898392,True,0.14030607503765433,True,0.9988245816894664,True,0.9252936355375885,0.4589285714285714,0.5531760778510234,0.001,0.5153495495750595,0,0.4484492096398208,True,0.9965908866534681,0.07470636446241152,1.027202709149328,,,,,0.0,1.022684663087831,1.0202769021143727,0.998880388751786,1.0376528790831627,0.021396513362586744
garch_a0.039_b0.931_s016:2216:800,garch_a0.039_b0.931_s016,nonlinear_stochastic,synthetic,forecast,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.03909313511610652, 'beta': 0.9311778972222777}",2216,v1,1,800,1,0.0,False,-3.96508223080413e-18,1.0,-0.13441454009380285,0.19802048185142107,1.0,2.0,,False,-0.10963904050231932,0.1197474881420445,-1.1302006602244412,True,0.14364656673780832,True,0.9983001723749085,True,0.9260895931552154,0.3125,0.5609224185438532,0.001,0.95,0,0.4626136632460948,True,0.9947963448884701,0.07391040684478456,0.9949329386246465,,,,,0.0,0.9919947328775075,0.9969962040716941,1.0167318363521831,1.0356491291852274,-0.019735632280489024
garch_a0.176_b0.569_s017:2217:800,garch_a0.176_b0.569_s017,nonlinear_stochastic,synthetic,forecast,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.17599086144795445, 'beta': 0.5686998360507088}",2217,v1,1,800,1,0.0,False,-2.5376526277146434e-17,1.0,0.07565630640782921,0.7745626288978356,1.0,2.0,,False,-0.11178844607777183,-0.03772308513183664,-0.2614923472593701,True,0.16362110614106196,True,0.9972757157426593,True,0.9317246441016039,0.4232142857142857,0.5837908017390828,0.001,0.9088024137999458,0,0.5299891840506297,True,0.9916337559905944,0.06827535589839606,1.0721527555388777,,,,,0.0,1.0385228468858108,1.04162066954979,1.0092765320623984,1.047767998949437,0.03234413748739162
garch_a0.109_b0.540_s018:2218:800,garch_a0.109_b0.540_s018,nonlinear_stochastic,synthetic,forecast,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.10916811727135543, 'beta': 0.5396091426385833}",2218,v1,1,800,1,0.0,False,-4.4408920985006264e-17,1.0,0.03845744203754284,-0.10784183340828779,1.0,2.0,,False,0.02437123788305884,-0.041308534660843166,-0.3783842274759098,True,0.13403718560096686,True,0.9959580848691966,True,0.9259983502580599,0.05892857142857143,0.5551800706415481,0.001,0.938625215067975,0,0.4567391529304976,True,0.9933644728589777,0.07400164974194012,1.0084330898863763,,,,,0.0,1.003968018772736,1.00232956068174,0.9937732969875376,1.031331866602338,0.00855626369420237
garch_a0.126_b0.500_s019:2219:800,garch_a0.126_b0.500_s019,nonlinear_stochastic,synthetic,forecast,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.12589623887197815, 'beta': 0.4999246009686975}",2219,v1,1,800,1,0.0,False,1.2688263138573217e-17,1.0,-0.15808986656315627,0.6011261363106799,1.0,2.0,,False,-0.13272471904348393,0.07250710964500873,-0.9726796484267191,True,0.14196554547346885,True,0.9914755515452973,True,0.9237805620668498,0.1392857142857143,0.5464756568240366,0.001,0.5311025542077522,0,0.4431508645666741,True,0.9921088644611199,0.07621943793315022,1.0296686891415487,,,,,0.0,1.0125775066548994,1.0194327240125742,1.0241521495292085,1.0018054293920806,-0.00471942551663429
fbm_h0.503_s000:2300:800,fbm_h0.503_s000,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.5029193929106731}",2300,v1,1,800,1,0.0,False,0.0,1.0,0.03261739221337605,-0.15203377512868155,1.0,4.0,,False,-0.08921253776289495,0.04256913907818416,-0.8594603774959111,True,,False,0.9976529872419386,True,0.9140841171487765,0.15357142857142855,0.5413024139095135,0.001,0.7591585083693043,0,0.4591312470934427,True,0.9956892439481407,0.08591588285122354,1.023055911807713,,,,0.5029193929106731,,1.0371333130734308,1.0747856574711978,1.0228678787452143,1.019152618606521,0.051917778725983466
fbm_h0.741_s001:2301:800,fbm_h0.741_s001,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.74104661279553}",2301,v1,1,800,2,0.0,False,-1.0150610510858574e-16,0.9999999999999999,-0.025091022379859645,-0.3472200523831841,2.0,4.0,,False,-0.006271822583200581,0.057469678280504755,-0.426625967204159,True,0.1483279966415941,True,0.9948941843579779,True,0.8894548123300362,0.0017857142857142857,0.4998586216530732,0.001,0.00458695259703431,0,0.6545298282644225,True,0.98585209818122,0.1105451876699638,0.9740647536497231,,,,0.74104661279553,,0.9875698837223436,0.985947272116332,1.0044209584691417,0.9882638207055882,-0.01847368635280966
fbm_h0.914_s002:2302:800,fbm_h0.914_s002,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.9139291666238398}",2302,v1,1,800,3,0.0,False,1.2688263138573217e-17,1.0,0.2296764770837243,-0.01188381683689066,3.0,5.0,,False,0.2841232851623804,-0.014277803383337728,0.9097913002115132,True,0.17302172677482086,True,0.999596066033697,True,0.7977588499781977,0.03214285714285714,0.2869288846421831,0.001,0.07383403350833058,0,0.8392723314154996,True,0.9787137635609452,0.20224115002180232,0.8544907946964422,,,,0.9139291666238398,,0.9945058741262712,1.1572868620546426,1.0127778132597844,1.0838926549335772,0.14450904879485815
fbm_h0.618_s003:2303:800,fbm_h0.618_s003,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.617505483134296}",2303,v1,1,800,1,0.0,False,-1.2688263138573217e-17,1.0,-0.07773677268662621,0.05776435470972796,1.0,3.0,,False,-0.11399631358178985,0.06740403607663681,-0.9859735778616934,True,,False,0.9992824871481312,True,0.9211262355930174,0.0035714285714285713,0.5549674103641654,0.001,0.754466532895206,0,0.5767121488230825,True,0.9948320725410577,0.07887376440698257,1.0230309269543874,,,,0.617505483134296,,1.0511137789574378,1.0660718109329248,1.0875353962403287,1.0511037449625578,-0.021463585307403887
fbm_h0.889_s004:2304:800,fbm_h0.889_s004,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.8888883208339198}",2304,v1,1,800,3,0.0,False,1.0150610510858574e-16,1.0,-0.022076978227704994,-0.1611454182930787,3.0,4.0,,False,0.3753118529042303,-0.08048732028892824,0.8463088825632996,True,0.1736859633340502,True,0.9976784985502707,True,0.8353332316415468,0.0017857142857142857,0.36965719569134536,0.001,0.00849664222206571,0,0.809771613691208,True,0.9783397232069133,0.16466676835845317,0.8397472639935769,,,,0.8888883208339198,,0.9689787102653392,1.0232448999111627,0.9675152794429371,0.989090810182592,0.055729620468225605
fbm_h0.862_s005:2305:800,fbm_h0.862_s005,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.8619039472889636}",2305,v1,1,800,3,0.0,False,2.5376526277146434e-17,0.9999999999999999,0.07674044603020268,0.19868862221888905,3.0,2.0,,False,0.15716172758835023,-0.07207514464979692,-0.13661552645771363,True,0.16648300604018662,True,0.9963939779271449,True,0.8043935227041309,0.0017857142857142857,0.3340841965362252,0.001,0.021515805781262443,0,0.8274820942426622,True,0.9829826912331981,0.1956064772958691,0.9565110647877768,,,,0.8619039472889636,,0.9451041814648873,0.9808925446816217,1.0145568758322927,0.9425461634454831,-0.03366433115067102
fbm_h0.683_s006:2306:800,fbm_h0.683_s006,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.6831411428933851}",2306,v1,1,800,1,0.0,False,2.5376526277146434e-17,1.0,0.18813481219673056,0.06830807461461719,1.0,2.0,,False,0.049700021455336474,-0.02378542610029355,-0.2042604249984636,True,0.1317867867310263,True,0.9990729077023205,True,0.9133269344975613,0.02142857142857143,0.5331467807843178,0.001,0.37233249288686143,0,0.6555677978342547,True,0.9924580384415855,0.0866730655024387,0.9869576508872896,,,,0.6831411428933851,,0.9971600592314791,1.0240240527619051,1.0199439772873948,1.0122971246191081,0.004080075474510281
fbm_h0.704_s007:2307:800,fbm_h0.704_s007,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.7043396533464028}",2307,v1,1,800,1,0.0,False,7.454354593911765e-17,1.0,-0.10767315267488556,0.059452030496948804,1.0,2.0,,False,-0.048927367018807955,0.08345450617172401,-0.706214749151506,True,0.14788220226269835,True,0.9980919550235086,True,0.8994717361893921,0.007142857142857143,0.4982468261888178,0.001,0.9003205886099566,0,0.7190512543944368,True,0.9864063896511369,0.10052826381060787,0.9825847855768396,,,,0.7043396533464028,,0.9699879867713872,0.970406547885412,0.950554568578127,0.9472803142449884,0.019851979307284995
fbm_h0.612_s008:2308:800,fbm_h0.612_s008,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.611901775974479}",2308,v1,1,800,1,0.0,False,0.0,1.0,0.022414216758134223,-0.22340461709239845,1.0,5.0,,False,-0.07510199713939159,-0.013183703028299298,-0.6622876001783801,True,0.1459488473967285,True,0.9968386546575079,True,0.9153619375959666,0.0017857142857142857,0.5398628937083539,0.001,0.4771271548159368,0,0.6484312748027657,True,0.9927384252910912,0.08463806240403338,1.0432093271092293,,,,0.611901775974479,,0.9901578175883071,1.0234808608348065,1.001727161848217,1.0051353793567328,0.02175369898658941
fbm_h0.580_s009:2309:800,fbm_h0.580_s009,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.580161919997086}",2309,v1,1,800,1,0.0,False,-1.5860328923216522e-18,1.0,0.17772604407748355,0.46544778302562495,1.0,3.0,,False,-0.04134278346981324,0.03285668940613462,-0.2262788880693631,True,0.13581911133329053,True,0.9969023868566538,True,0.9184590591749828,0.16428571428571428,0.542815837361294,0.001,0.667149874744718,0,0.5109898572225742,True,0.9960630306397094,0.08154094082501717,1.0042340833011387,,,,0.580161919997086,,1.0227918324908802,1.024933735272289,1.0016313577402651,1.0225736286276315,0.0233023775320238
fbm_h0.782_s010:2310:800,fbm_h0.782_s010,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.781588752643011}",2310,v1,1,800,1,0.0,False,-1.2688263138573217e-17,1.0,0.09224578875969396,-0.05344537906636493,1.0,3.0,,False,0.057873175320085735,-0.04263345755705583,-0.5363484718013914,True,0.14569738002326318,True,0.9975021652542195,True,0.9134079135658189,0.02857142857142857,0.5194610802767934,0.001,0.014414569722044206,0,0.6208879084101104,True,0.9904865034058858,0.08659208643418115,0.992350886650972,,,,0.781588752643011,,0.9247717139194144,0.9445250365195454,0.9699977974586733,0.9758746264479051,-0.02547276093912787
fbm_h0.656_s011:2311:800,fbm_h0.656_s011,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.6560340305591725}",2311,v1,1,800,1,0.0,False,0.0,1.0,0.08924459655051206,0.11771467685132686,1.0,2.0,,False,-0.12166461219835312,0.09146517377272967,-0.7115604361983269,True,0.14735080054711255,True,0.9965704174993276,True,0.9027267299981904,0.008928571428571428,0.5051452032519048,0.001,0.9298657930380775,0,0.7068241846961366,True,0.9901625815869818,0.09727327000180963,1.0149874080133328,,,,0.6560340305591725,,0.9691971896747339,1.0047959937306903,1.006455114557798,0.9759433657716918,-0.0016591208271077296
fbm_h0.860_s012:2312:800,fbm_h0.860_s012,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.8598734138597137}",2312,v1,1,800,3,0.0,False,1.2688263138573217e-17,1.0,-0.13010255713148172,-0.27532654924210576,3.0,4.0,,False,0.31590090011556204,-0.04333935298218494,1.1647496296177284,True,0.16136359854804946,True,0.9984880637538966,True,0.8764829501036815,0.030357142857142857,0.4509326454909246,0.001,0.027800225280214707,0,0.8247989916588405,True,0.9851100592908199,0.12351704989631851,0.8529000251299228,,,,0.8598734138597137,,0.954101065295243,0.9894235509547015,1.0438854533680617,0.9645766045348245,-0.05446190241336024
fbm_h0.549_s013:2313:800,fbm_h0.549_s013,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.5488110176681467}",2313,v1,1,800,1,0.0,False,-1.2688263138573217e-17,1.0,0.14968209193368182,0.6806956458661593,1.0,2.0,,False,-0.06314798800116339,0.00010758955542233828,-0.26811187532188724,True,0.13714490897735335,True,0.9967113660551947,True,0.9196886950286078,0.36607142857142855,0.5379485716909028,0.001,0.009015985694721266,0,0.4202721912709488,True,0.9925671969028635,0.08031130497139216,1.0310385048317745,,,,0.5488110176681467,,1.0347355613408793,1.0245831688403082,1.086871646574994,1.0331700126228067,-0.06228847773468571
fbm_h0.815_s014:2314:800,fbm_h0.815_s014,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.815375699503561}",2314,v1,1,800,2,0.0,False,-6.3441315692866086e-18,1.0,0.037501215170442956,-0.0890690637673992,2.0,4.0,,False,-0.05950185639945671,0.0994063310162504,-0.12572033851557096,True,0.1678930127568307,True,0.9978546531699001,True,0.863934920040947,0.008928571428571428,0.43355109666287767,0.001,0.5173614751303919,0,0.7585665271445912,True,0.9881661422936348,0.13606507995905304,0.9798446434936543,,,,0.815375699503561,,0.9739318035858952,0.9811188209545414,1.0136117797488413,0.9643072829963855,-0.03249295879429992
fbm_h0.527_s015:2315:800,fbm_h0.527_s015,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.5273462783148647}",2315,v1,1,800,1,0.0,False,6.3441315692866086e-18,1.0,-0.2731197579544926,0.2493824737100585,1.0,3.0,,False,-0.02611611513387868,-0.01409933676050601,-0.2773823341283362,True,0.1390117406551789,True,0.9988883151198842,True,0.9189277108719418,0.2785714285714286,0.5602403523438939,0.001,0.8136185828500057,0,0.5295954073199625,True,0.9929288852363952,0.0810722891280582,1.0199095312302875,,,,0.5273462783148647,,1.0420696333212307,1.0228835223035262,1.0094103478610383,1.0393407685024894,0.013473174442487856
fbm_h0.943_s016:2316:800,fbm_h0.943_s016,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.9428989214754888}",2316,v1,1,800,56,0.0,False,5.075305255429287e-17,1.0,-0.012167787126523623,-0.4721895671163727,56.0,3.0,,False,0.30967747415162794,-0.4181227563924108,-3.7503539251148514,True,0.1516552065784698,True,0.9793920047438398,True,0.737091379538739,0.0017857142857142857,0.3206034608034875,0.02291477069326845,0.0011201578434376022,0,1.0041670767507538,True,0.9795289212957221,0.26290862046126096,1.0528272803460135,,,,0.9428989214754888,,1.2974445672253343,1.4519867736222085,1.3646477723718524,1.294738891811676,0.0873390012503561
fbm_h0.754_s017:2317:800,fbm_h0.754_s017,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.7541299916467372}",2317,v1,1,800,2,0.0,False,-5.075305255429287e-17,1.0,-0.11948851904981285,0.3779394073464304,2.0,3.0,,False,0.012915134162727715,4.454987547164446e-05,-0.3034813990981495,True,0.14603074954976644,True,0.9978876969745625,True,0.8340192968965143,0.0017857142857142857,0.41060927262700586,0.001,0.008325181557030735,0,0.869064130615788,True,0.9856028332203234,0.16598070310348567,0.9934990266536755,,,,0.7541299916467372,,0.9783622995426499,0.9695219234725602,0.9886868873548971,1.0187955805518127,-0.019164963882336905
fbm_h0.808_s018:2318:800,fbm_h0.808_s018,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.8082684258530395}",2318,v1,1,800,4,0.0,False,-2.5376526277146434e-17,1.0,-0.2280214294615339,-0.0022312613501624945,4.0,4.0,,False,0.38083935845964845,-0.055249629461152305,1.0998229638965755,True,0.1642974774093383,True,0.9969499608697956,True,0.8133328983372302,0.0017857142857142857,0.39301666004528707,0.001,0.009566571566016627,0,0.9246030007312241,True,0.9897227913727933,0.18666710166276979,0.8212248601945168,,,,0.8082684258530395,,1.0062124793582718,1.0096251734838764,1.056254816521325,1.0101137252670458,-0.046629643037448654
fbm_h0.663_s019:2319:800,fbm_h0.663_s019,long_range,synthetic,forecast,"{'generator': 'fbm', 'H': 0.6633331591352957}",2319,v1,1,800,1,0.0,False,0.0,1.0,0.1329896569794454,0.10848968165657036,1.0,2.0,,False,-0.09435232005867378,0.04533534792530447,-0.20910449341182022,True,0.14131319553178978,True,0.9977939063445658,True,0.9146114303512111,0.005357142857142857,0.5288436997373155,0.001,0.09417944416668322,0,0.5824176659149481,True,0.9947429153039858,0.08538856964878894,1.0242152957915485,,,,0.6633331591352957,,1.0143861462647472,1.015700659547389,1.0691852586967971,1.0508532684849887,-0.053484599149408174
colored_noise_b1.478_s000:2400:800,colored_noise_b1.478_s000,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 1.478299871777827}",2400,v1,1,800,43,0.0,False,5.075305255429287e-17,1.0,0.08255911349000586,-0.6654340821540345,43.0,10.0,,False,0.746377321653619,-0.020814320391286945,5.229840244259446,True,0.22961555704721442,True,0.9657433009122862,True,0.527603276434314,0.0017857142857142857,0.07092511044025868,0.007779860509545778,0.00554559906789945,0,1.0800421620825382,True,0.9360382175932972,0.47239672356568596,0.5238673484171998,,,,,0.0,1.0170689621830356,1.0115088702859225,1.2357927734282086,1.0478652588393051,-0.22428390314228608
colored_noise_b1.159_s001:2401:800,colored_noise_b1.159_s001,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 1.159423864244064}",2401,v1,1,800,13,0.0,False,0.0,1.0,0.46387145546821784,0.16774416013059712,13.0,4.0,,False,0.39454804870200044,0.02210158482071789,1.3871986124184534,True,0.1855925350737993,True,0.9880314953357257,True,0.697842252014825,0.0017857142857142857,0.19746573700179196,0.001,0.006083687514856822,0,1.0236313105139272,True,0.969097525261776,0.30215774798517503,0.7637737665547839,,,,,0.0,0.9105547059978519,0.9076731224221709,0.9785659255647037,0.9511995082720004,-0.07089280314253277
colored_noise_b0.588_s002:2402:800,colored_noise_b0.588_s002,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 0.5878666336044102}",2402,v1,1,800,2,0.0,False,1.2688263138573217e-17,1.0,0.19301601055041515,0.19969577037139263,2.0,3.0,,False,0.13835292529888144,0.009583626533469336,0.07696098946807094,True,0.1519824815876307,True,0.996524611681183,True,0.8781195797462408,0.0017857142857142857,0.45937289764260353,0.001,0.4797337824039582,0,0.7682748007214323,True,0.9923782135819893,0.12188042025375923,0.9230728292868604,,,,,0.0,0.9801430075345847,1.035011693612234,0.9956128317797759,0.9837650569217099,0.03939886183245811
colored_noise_b1.089_s003:2403:800,colored_noise_b1.089_s003,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 1.0888038407688485}",2403,v1,1,800,5,0.0,False,3.172065784643304e-17,1.0,-0.10929619776381057,0.17865378363635998,5.0,5.0,,False,0.456980175882882,-0.010486274729515466,1.9637204071217558,True,0.19242967556072033,True,0.9983065119314547,True,0.7740980803049787,0.005357142857142857,0.26846396765806,0.001,0.5765156213597391,0,0.9647000980847981,True,0.9599571349107728,0.22590191969502127,0.743979904867486,,,,,0.0,0.9768046257434189,1.1872041570276843,1.047011488297871,0.9824277404152256,0.1401926687298134
colored_noise_b0.537_s004:2404:800,colored_noise_b0.537_s004,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 0.5365396537672577}",2404,v1,1,800,2,0.0,False,-2.5376526277146434e-17,0.9999999999999999,0.08594774620156947,-0.14547904641919907,2.0,2.0,,False,0.04425478429443119,-0.11969828050670417,-0.7157511706728409,True,0.15792499382778097,True,0.9968767955814513,True,0.8849604417140527,0.0017857142857142857,0.47247555614566866,0.001,0.025405370261673693,0,0.6804419163457099,True,0.9943575394652152,0.11503955828594725,1.037035918477404,,,,,0.0,0.9663983045351946,0.9836004101964546,0.9956623308757828,0.983523680837909,-0.012061920679328209
colored_noise_b1.390_s005:2405:800,colored_noise_b1.390_s005,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 1.389806029698462}",2405,v1,1,800,44,0.0,False,-2.5376526277146434e-17,1.0,-0.17367347365208277,-0.7174876464588422,44.0,9.0,,False,0.7406736464623209,-0.21504980227066484,2.739122921369284,True,0.1979294560844841,True,0.841819390938076,True,0.460926456145023,0.0017857142857142857,0.06586224567434842,0.06633986767805186,0.01675743321364507,1,1.2645318360857938,True,0.967795952471588,0.539073543854977,0.688749704760985,,,,,0.0,1.3060025623334335,1.212675617069916,1.408567539852316,1.096768970227577,-0.19589192278240009
colored_noise_b0.898_s006:2406:800,colored_noise_b0.898_s006,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 0.8983222640164151}",2406,v1,1,800,5,0.0,False,1.9032394707859827e-17,1.0,0.25968421432001476,0.0279469850277545,5.0,3.0,,False,0.300699234521129,0.01783680959152345,0.5599790633198066,True,0.16291901864096708,True,0.9981205540668671,True,0.8262406688738583,0.024999999999999998,0.35121523289677525,0.001,0.3107498435848322,0,0.9143054582126984,True,0.9854404874709924,0.17375933112614173,0.825508301525398,,,,,0.0,1.070651161078689,1.1459557064744188,1.1049939841627947,1.0885410961115638,0.040961722311624094
colored_noise_b1.562_s007:2407:800,colored_noise_b1.562_s007,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 1.561868920676579}",2407,v1,1,800,28,0.0,False,-7.612957883143931e-17,1.0,-0.12204909092585889,-0.3028253381731574,28.0,10.0,,False,0.869462977570304,-0.15666601513715606,4.092536768421742,True,0.20761727878279188,True,0.917330749952149,True,0.6558291922985172,0.008928571428571428,0.14606163583448334,0.02481036637043393,0.004304714632501678,0,1.1070625200603785,True,0.9536209866646299,0.3441708077014828,0.5359132742961794,,,,,0.0,1.531242630805404,1.5555429050922656,1.6693709205748684,1.6209941497371412,-0.1138280154826028
colored_noise_b1.668_s008:2408:800,colored_noise_b1.668_s008,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 1.6680868251946268}",2408,v1,1,800,46,0.0,False,-5.075305255429287e-17,1.0,0.1678383988225098,-0.9559360582057246,46.0,13.0,,False,0.8945174973419224,-0.029740232899075236,6.392390532762845,True,0.22742897363247594,True,0.6335286170721981,True,0.40244241002093833,0.0017857142857142857,0.03791278170596414,0.16151435207425396,0.0032365620298719796,1,1.2693651756019295,True,0.9388045851721745,0.5975575899790617,0.36772644119936876,,,,,0.0,1.0630303970097468,1.0036794990538525,1.0935864611896258,1.0393741176888032,-0.08990696213577332
colored_noise_b1.253_s009:2409:800,colored_noise_b1.253_s009,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 1.2532305497409975}",2409,v1,1,800,92,0.0,False,1.0150610510858574e-16,1.0,-0.2197725927684064,-0.9058441132693891,92.0,9.0,,False,0.6791759894753597,-0.5154375216898289,1.2760160324380059,True,0.20993279407040036,True,0.58072566185253,True,0.3574192250634169,0.0017857142857142857,0.06317700143670849,0.3383884008208564,0.0032521284551959447,1,1.1875395496520558,True,0.9582813106460544,0.642580774936583,0.9144733633159958,,,,,0.0,1.161298964483721,1.047928265427229,1.3530327791620762,1.017978311622207,-0.30510451373484715
colored_noise_b0.963_s010:2410:800,colored_noise_b0.963_s010,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 0.9631000320211403}",2410,v1,1,800,10,0.0,False,0.0,1.0,0.006418484186916398,-0.029545610920862497,10.0,5.0,,False,0.31611509257212145,0.010581029965576416,1.2372386606792325,True,0.1689224085735234,True,0.9963007215063892,True,0.6841789023994126,0.005357142857142857,0.22203880480447769,0.001,0.3768025583141784,0,1.059136738033014,True,0.9740425229991225,0.3158210976005874,0.8205509596986055,,,,,0.0,1.1946616091539564,1.234610915624972,1.203590461563965,1.1474765456493552,0.031020454061007063
colored_noise_b1.750_s011:2411:800,colored_noise_b1.750_s011,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 1.749633851564632}",2411,v1,1,800,41,0.0,False,5.075305255429287e-17,0.9999999999999999,0.05973520414831462,-0.30633614757832595,41.0,15.0,,False,0.9351694938828237,-0.02520756977373506,8.576370310078188,True,0.2140550683930554,True,0.8314576394966475,True,0.4065972557642239,0.0035714285714285713,0.030409627483341566,0.08295828330200379,0.0195195911049076,1,1.3037808024415636,True,0.935017076852244,0.5934027442357761,0.3000634531076908,,,,,0.0,1.4175774690341598,1.3872409566780106,1.026165578987116,1.3953765878045241,0.3610753776908946
colored_noise_b1.432_s012:2412:800,colored_noise_b1.432_s012,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 1.4318179589041615}",2412,v1,1,800,22,0.0,False,-1.586032892321652e-17,1.0,-0.2362371476938024,0.6395228143614826,22.0,5.0,,False,0.7338239303762855,-0.025266611724852006,3.2861840556689503,True,0.18793079969737125,True,0.9674218282360499,True,0.5714138348410667,0.005357142857142857,0.08387528985997988,0.013743416549006121,0.22966673359781037,0,1.2108631281300226,True,0.9464800999973029,0.42858616515893333,0.539854314930025,,,,,0.0,1.2082782700814574,1.4297997591556124,1.240524123869478,1.2051360097844896,0.18927563528613445
colored_noise_b1.869_s013:2413:800,colored_noise_b1.869_s013,colored_noise,synthetic,forecast,"{'generator': 'colored_noise', 'beta': 1.8685023601468642}",2413,v1,1,800,39,0.0,False,7.612957883143931e-17,1.0,-0.2262199628935064,0.10879175467605551,39.0,19.0,,False,0.9299841605429451,-1.1084822196047266,-0.3862183318979479,True,0.22456936287962062,True,0.5616231651800403,True,0.41490898085782857,0.0017857142857142857,0.010606677941252982,0.1798170047509946,0.025309431711477794,1,1.4399144552863334,True,0.9236008959768793,0.5850910191421714,1.085586504642436,,,,,0.0,2.0,2.0,2.0,2.0,0.0
