feature_set,feature,importance_mean,importance_std,corr_with_advantage,direction,ridge_coef,ridge_abs_coef,shap_mean_abs
without_predictability_proxies,perm_entropy,0.1849084182596617,0.11630255649114768,0.28546163134109465,positive,0.06924627151915623,0.06924627151915623,
without_predictability_proxies,spectral_entropy,0.07542336113517252,0.03259883188130599,0.13527936858336764,positive,0.07765896898787708,0.07765896898787708,
without_predictability_proxies,snr_db,0.07495714180156952,0.05005019517912277,0.06708306526077587,positive,0.025508096129205522,0.025508096129205522,
without_predictability_proxies,lyapunov,0.07366731936101924,0.061968075033860585,-0.24922872228416015,negative,-0.04357780558761717,0.04357780558761717,
without_predictability_proxies,adf_p,0.0701868641535914,0.07474812734678979,-0.22598570960485767,negative,-0.1073889849344952,0.1073889849344952,
without_predictability_proxies,nl_gain,0.06294866880726617,0.0436355035878395,-0.22869261955331033,negative,-0.13092667541239753,0.13092667541239753,
without_predictability_proxies,ac_timescale,0.03958774749947266,0.04332913076140129,0.09271837357358752,positive,0.06190278367595201,0.06190278367595201,
without_predictability_proxies,zero_one_K,0.03673323544935825,0.016187303391249203,0.11646543612899564,positive,-0.0566498169030135,0.0566498169030135,
without_predictability_proxies,ami_first_min,0.028368025608863846,0.04523273453747708,-0.23085262171093615,negative,-0.005689887363947803,0.005689887363947803,
without_predictability_proxies,sample_entropy,0.026283717591276547,0.0539241751872868,0.2515152831194672,positive,0.009864626320156136,0.009864626320156136,
without_predictability_proxies,dfa_alpha,0.021701893332540245,0.022541477309166145,-0.14673692016376977,negative,0.022807249215276222,0.022807249215276222,
without_predictability_proxies,kpss_p,0.014344974506398395,0.019308456136432135,-0.027933883406767827,negative,0.022440699097763757,0.022440699097763757,
without_predictability_proxies,dom_freq,0.01386880728562892,0.012061195863836008,0.08080262477519326,positive,0.013332913930060157,0.013332913930060157,
without_predictability_proxies,mem_capacity,0.006671125213806045,0.0023752295173046817,-0.034047920336295556,negative,-0.036316767057872644,0.036316767057872644,
