model_suite,n_rows,n_features_declared,n_features_used,qrc_win_rate,qrc_useful_rate,mean_advantage,median_advantage,regression_r2_mean,regression_mae_mean,classification_roc_auc_mean,classification_pr_auc_mean,classification_brier_mean,top_features,notes
frontier_30_tier_a,5000,30,25,0.1898,0.0486,-0.16116396975061487,-0.032565941455082,0.47479412341706195,0.12960465764275791,0.8385798858186806,0.21815323866090058,0.04548128251467085,"ext_psd_slope,nl_gain,ext_volatility_ac1,ext_trend_strength,lyapunov,ext_spectral_centroid,snr_db,pred_nrmse_gbm",SHAP not available; skipped SHAP importances
