variant,n_qubits,J,h,dt,depth,topology,virtual_nodes,reupload,amplitude_damping,dephasing,coupling_mode,coupling_seed,feature_dim,mean_val_nrmse,median_val_nrmse,mean_test_nrmse,median_test_nrmse
qrc_m,6,0.5,1.0,0.15,5,complete,3,False,0.0,0.0,disordered,314159,63,0.9978897475620627,1.0043155211903505,1.0110765494014353,0.9969651695581099
qrc_m,6,0.5,1.0,0.25,5,complete,3,False,0.0,0.0,disordered,314159,63,0.9918139547962262,1.0070414907422682,1.010956681985433,0.9993459962074003
qrc_m,6,0.5,1.0,0.35,5,complete,3,False,0.0,0.0,disordered,314159,63,1.0140232805948581,1.0142958275895404,1.0200233778689427,1.0088134718676347
qrc_m,6,1.0,1.0,0.15,5,complete,3,False,0.0,0.0,disordered,314159,63,0.9977964542949611,1.0037108835534563,1.0078517755549918,1.0041303463101023
qrc_m,6,1.0,1.0,0.25,5,complete,3,False,0.0,0.0,disordered,314159,63,1.0043363615969951,1.0113810623240411,1.0145076131840618,1.007188774573248
qrc_m,6,1.0,1.0,0.35,5,complete,3,False,0.0,0.0,disordered,314159,63,1.0429222977217094,1.0223019033993,1.0533574969594763,1.0170541237549118
qrc_m,6,1.5,1.0,0.15,5,complete,3,False,0.0,0.0,disordered,314159,63,0.9954143604294199,0.9982829482459392,1.0251797138600844,0.9977888672733028
qrc_m,6,1.5,1.0,0.25,5,complete,3,False,0.0,0.0,disordered,314159,63,0.9910180153828392,1.0000974092431223,1.0248749478596362,1.0094991938564073
qrc_m,6,1.5,1.0,0.35,5,complete,3,False,0.0,0.0,disordered,314159,63,1.003906263546795,1.0174795521201132,1.0218424338822703,1.0124584856870298
