model_suite,n_rows,n_features_declared,n_features_used,qrc_win_rate,qrc_useful_rate,mean_advantage,median_advantage,regression_r2_mean,regression_mae_mean,classification_roc_auc_mean,classification_pr_auc_mean,classification_brier_mean,top_features,notes
frontier_30_tier_a,10000,30,26,0.2129,0.0595,-0.11898771350624184,-0.0258009955336446,0.37273114105430566,0.11621710894404051,0.8173557780368925,0.2637726271984825,0.04980357673031421,"ext_trend_strength,ext_psd_slope,pred_nrmse_gbm,ext_spectral_centroid,nl_gain,ac_timescale,lyapunov,ext_volatility_ac1",SHAP not available; skipped SHAP importances
