dataset_id,name,family,source,task_type,params,seed,schema_version,n_channels,length,horizon,missing_frac,irregular_sampling,mean,std,skew,kurtosis,ac_timescale,ami_first_min,mem_capacity,mem_capacity_valid,r2_linear,nl_gain,snr_db,snr_valid,lyapunov,lyapunov_valid,zero_one_K,zero_one_valid,spectral_entropy,dom_freq,spectral_flatness,adf_p,kpss_p,n_diffs,dfa_alpha,dfa_valid,perm_entropy,sample_entropy,hurst_rs,forecastability,pred_nrmse_gbm,true_lyapunov,true_memory_order,true_n_frequencies,true_hurst,is_chaotic,nrmse_linear,nrmse_esn_matched,nrmse_qrc_spin,nrmse_gbm,qrc_advantage
quadratic_map:131:800,quadratic_map,chaotic_map,synthetic,forecast,"{'generator': 'quadratic_map', 'a': 1.9}",131,v2,1,800,2,0.0,False,-5.789020056974031e-17,1.0,-0.3626127077289274,-1.2329917915938198,2.0,9.0,,False,0.2319961959769764,0.7625855323014936,5.255525831723581,True,0.5597015757873143,True,0.9913799828745842,True,0.882251830186536,0.3964285714285714,0.39768359700599304,0.001,0.9432254557642956,0,0.28644185587890325,True,0.7173168317135575,0.5492786532900389,0.4134432343768631,0.11774816981346403,0.07360891061230293,,,,,1.0,1.0267501991092456,0.19374244903385376,0.9917397197519703,0.14095479149941587,-0.7979972707181165
duffing:132:800,duffing,chaotic_flow,synthetic,forecast,"{'generator': 'duffing', 'gamma': 0.35, 'dt': 0.05}",132,v2,1,800,65,0.0,False,0.0,1.0,-0.6736612568572624,-0.9216758064376966,65.0,17.0,,False,0.9999981163484556,-0.0683147889720398,9.685721444870829,True,0.8140492604315028,True,-0.1193411034765284,True,0.2542394775039712,0.0017857142857142857,3.3414291055821526e-13,0.9439725572002549,0.04532932119276828,2,1.9011932162531497,True,0.2708869879707099,0.06950894133985702,0.9986027476760886,0.7457605224960289,0.26137458297161237,,,,,1.0,2.0,2.0,2.0,2.0,0.0
van_der_pol:133:800,van_der_pol,oscillatory,synthetic,forecast,"{'generator': 'van_der_pol', 'mu': 2.0, 'dt': 0.05}",133,v2,1,800,27,0.0,False,6.344131569286608e-17,1.0,-0.15911003300032117,-1.5963029170484335,27.0,8.0,,False,0.9999957983826631,-0.0017816166286150903,49.443815525234854,True,0.027934819071201152,True,-0.054989161614229023,True,0.19512394639469027,0.007142857142857143,9.94041020293296e-11,0.001,0.9281711199145806,0,1.728639506108383,True,0.27035209724228576,0.09693429377254781,1.023465286809387,0.8048760536053097,0.04225894279264499,,,1.0,,0.0,0.4192103181703708,0.009859900468779262,1.0566018980592096,0.107319186061564,-1.0467419975904304
lorenz96:134:800,lorenz96,chaotic_flow,synthetic,forecast,"{'generator': 'lorenz96', 'F': 8.0, 'K': 8, 'dt': 0.02}",134,v2,1,800,12,0.0,False,-5.075305255429287e-17,1.0,0.02969688863245862,-0.9863414545127247,12.0,14.0,,False,0.9999910020453605,-0.015446465688291222,9.599584218227598,True,,False,0.5593592820427558,True,0.4879676812222608,0.007142857142857143,9.847684315108784e-10,0.001,0.3952048325499641,0,1.4050640138469808,True,0.3882284599957898,0.33295481100386926,0.9217931149274875,0.5120323187777391,0.12432000499891689,,,,,1.0,0.2234150554503363,0.5273379930934735,0.8484394653497299,0.9311345089099478,-0.3211014722562564
chua_circuit:135:800,chua_circuit,chaotic_flow,synthetic,forecast,"{'generator': 'chua_circuit', 'dt': 0.01}",135,v2,1,800,106,0.0,False,0.0,1.0,0.39483813361016373,-1.4523220940010126,106.0,18.0,,False,0.999977434478565,-1.999977434478565,-7.758009440341568,True,2.5242245707605995,True,-0.19927647280032634,True,0.17172196443867088,0.0017857142857142857,1.6283394600418585e-09,0.878523803787067,0.0010537900891278982,1,1.9987733228600835,True,0.22360104484907048,0.024428519468462372,1.0036891071363363,0.8282780355613291,2.748929674934424,,,,,1.0,1.8248115632029114,0.5115191517526253,1.9707336418107138,0.8370006777532107,-1.4592144900580886
arma22:136:800,arma22,linear_stochastic,synthetic,forecast,"{'generator': 'arma', 'phi': [0.5, -0.2], 'theta': [0.4, 0.25]}",136,v2,1,800,2,0.0,False,-3.1720657846433043e-18,1.0,-0.06859550201618878,0.013215244192892328,2.0,3.0,,False,0.4963054010953646,-0.05362954210978155,1.7501670117258592,True,0.2015372120987439,True,0.9982115062077184,True,0.8186372729905408,0.07678571428571428,0.24458923981389655,0.001,0.8761841296188129,0,0.6837003578712683,True,0.9056049108217932,1.86714016379578,0.632683527790497,0.1813627270094592,0.746541452977942,,2.0,,,0.0,0.9807239584709563,0.9583023900547798,1.0026774640294536,0.9755948408204168,-0.04437507397467377
arima_random_walk:137:800,arima_random_walk,nonstationary,synthetic,forecast,"{'generator': 'arima_random_walk', 'drift': 0.003}",137,v2,1,800,32,0.0,False,0.0,1.0,0.7664479726777208,0.7398532936570485,32.0,15.0,,False,0.8731834708518185,-0.13735529958226178,3.2568619504986946,True,0.22559698278502704,True,0.4898414196224211,True,0.4408099890615012,0.0017857142857142857,0.021193869230606042,0.17866657881090822,0.08917755992976285,1,1.5339322997978804,True,0.9417927024475045,0.6047092698048616,1.0075131120125687,0.5591900109384988,0.5139764865540478,,,,,0.0,2.0,2.0,2.0,2.0,0.0
seasonal_ar:138:800,seasonal_ar,linear_stochastic,synthetic,forecast,"{'generator': 'seasonal_ar', 'season': 24}",138,v2,1,800,4,0.0,False,1.2688263138573217e-17,1.0,-0.12712467265828728,-0.7378565923188649,4.0,7.0,,False,0.6708161846691829,0.03347317282537421,0.6680985729531377,True,0.19639718815651627,True,0.8092772397025454,True,0.4329294575305801,0.04107142857142857,0.09834250601516707,0.001,0.009192448631353217,0,0.5985276861666113,True,0.9530079134471696,1.696231604040444,0.39063012492496263,0.5670705424694199,0.5437928305020606,,24.0,,,0.0,0.9826693103262862,0.7972723163403638,1.0899091693289942,0.8583857920002409,-0.2926368529886304
setar:139:800,setar,nonlinear_stochastic,synthetic,forecast,{'generator': 'setar'},139,v2,1,800,2,0.0,False,-1.7446361815538174e-17,1.0,0.2893598954871739,0.29927557739510924,2.0,4.0,,False,0.14234304546165066,0.08310246211178718,0.6767725536920417,True,0.19164201884483306,True,0.9951485581837076,True,0.8759067805073193,0.033928571428571426,0.42416339113630286,0.001,0.7757770283602571,0,0.7586810130042593,True,0.9863756030069594,1.9808066320418072,0.7241884921951953,0.1240932194926807,0.8800877754102497,,,,,0.0,1.022782122995015,1.0328672407310464,1.0455556929818657,1.0238891994616632,-0.012688452250819271
egarch:140:800,egarch,nonlinear_stochastic,synthetic,forecast,{'generator': 'egarch'},140,v2,1,800,1,0.0,False,7.930164461608261e-19,1.0,0.14319048453116914,0.17943669781787897,1.0,2.0,,False,-0.13535857613414115,0.05929612198712264,-0.5574177169398906,True,0.1330089689990517,True,0.9988421821782214,True,0.9210066002202763,0.25535714285714284,0.5205997149546846,0.001,0.95,0,0.38640258727758603,True,0.9961295595917447,2.121590456281997,0.4798620509941553,0.07899339977972375,1.0373343020198544,,,,,0.0,1.0262689551654243,1.0061936729291876,1.0103232228137866,1.01106369882108,-0.004129549884599015
