rho,leak,input_scale,mean_val_nrmse,median_val_nrmse,mean_test_nrmse,median_test_nrmse
0.7,0.1,0.3,0.7554394662440441,0.8877840136183903,0.8903987569226826,0.9580057275651626
0.7,0.1,1.0,0.8015071296948043,0.9305044049016205,0.8928351646247709,0.9672794504421405
0.7,0.1,2.0,0.81932723974989,0.9312865240983441,0.8737853835094208,0.9634407485205096
0.7,0.3,0.3,0.7541962606548878,0.9350096664840216,0.8257700963923212,0.9509587123938392
0.7,0.3,1.0,0.780909562356141,0.9276728711026804,0.8216624170677027,0.9548077526681563
0.7,0.3,2.0,0.799437957175541,0.9313682801831442,0.823600690242817,0.9532029868961905
0.7,0.6,0.3,0.7520197909599314,0.9399007274694104,0.8109758232071789,0.9533721020552564
0.7,0.6,1.0,0.7700099696021406,0.9160821429426214,0.7942631495500898,0.9438222758152786
0.7,0.6,2.0,0.7875149973073744,0.9131619351584457,0.8076485960266246,0.9448427953780685
0.7,1.0,0.3,0.7596890950064833,0.9411683758753024,0.8075652287487919,0.9502457076817347
0.7,1.0,1.0,0.7796162272483925,0.9223639333489084,0.801208574799628,0.9386240436042043
0.7,1.0,2.0,0.7922391060170535,0.9172262121791279,0.8188270458326238,0.9367385346242103
0.9,0.1,0.3,0.7570913464851206,0.8901802784114021,0.9152044026555507,0.9722966514941663
0.9,0.1,1.0,0.8008980824060158,0.9386841774987507,0.8967842296357569,0.9600890040592028
0.9,0.1,2.0,0.8188944541665125,0.9346562660197731,0.8814483901753153,0.9631645672096358
0.9,0.3,0.3,0.75373853593394,0.9319110869220548,0.8271523167577107,0.9470631827785685
0.9,0.3,1.0,0.7820157578990249,0.9245139734364874,0.8122076648824529,0.9530497467884497
0.9,0.3,2.0,0.806699503702643,0.9323044590737547,0.8253522915083641,0.9604342176720713
0.9,0.6,0.3,0.7520649222852048,0.9470620923721589,0.8088223927377306,0.9531614524126246
0.9,0.6,1.0,0.7717827046019592,0.9223126999163467,0.7971749295514546,0.9424105464043662
0.9,0.6,2.0,0.7908526797494618,0.9065491596710671,0.8160089364807335,0.9471878635855969
0.9,1.0,0.3,0.7672376904919551,0.9401385317835851,0.8086773984409017,0.9507238194273693
0.9,1.0,1.0,0.784001666310478,0.9223035908541856,0.8089661703639048,0.937656672028398
0.9,1.0,2.0,0.7965283518834978,0.914170241816624,0.8219472657001572,0.9457115502327542
1.0,0.1,0.3,0.7691757934234826,0.9031711411763724,0.9050676231292701,0.9635355975080517
1.0,0.1,1.0,0.8071433371867915,0.9399601191600653,0.8996035279371747,0.9598092161492724
1.0,0.1,2.0,0.8175187706630543,0.9352379833485533,0.9082562695439285,0.9634667629875633
1.0,0.3,0.3,0.7578794153225208,0.9197957086602178,0.8278229610476779,0.9463531924624692
1.0,0.3,1.0,0.7848014068958867,0.9254327340734254,0.8242349001189118,0.9514656751163091
