feature_set,feature,importance_mean,importance_std,corr_with_advantage,direction,ridge_coef,ridge_abs_coef,shap_mean_abs
without_r2_linear,spectral_entropy,0.2566948411524858,0.04345095189602193,0.49050059421088327,positive,0.18734640898590543,0.18734640898590543,
without_r2_linear,perm_entropy,0.18316636820831872,0.02799461398988724,0.5890592637373933,positive,0.09617301555105583,0.09617301555105583,
without_r2_linear,pred_nrmse_gbm,0.1510349525163201,0.023297015828957417,0.003742710499763969,positive,-0.014933488029497422,0.014933488029497422,
without_r2_linear,snr_db,0.10279072744223242,0.03357114207701236,-0.18408103266714262,negative,0.011635210984147213,0.011635210984147213,
without_r2_linear,ac_timescale,0.07549975934431205,0.017074327123542902,0.039004388117277744,positive,0.17120871315690148,0.17120871315690148,
without_r2_linear,sample_entropy,0.06048323349549216,0.016783558017439637,0.5668888331285787,positive,0.09262346191049288,0.09262346191049288,
without_r2_linear,dom_freq,0.05910831046159394,0.008917600266333441,0.056052241692395775,positive,-0.026973498509137918,0.026973498509137918,
without_r2_linear,dfa_alpha,0.03046334668422517,0.023543217564629473,-0.09985139085756845,negative,0.0723954757245434,0.0723954757245434,
without_r2_linear,lyapunov,0.021394310508356627,0.009160442092717025,-0.17732456813503883,negative,-0.005339434962916053,0.005339434962916053,
without_r2_linear,nl_gain,0.01812409084708446,0.013791307596489628,-0.12385612964862866,negative,-0.08869476335195217,0.08869476335195217,
without_r2_linear,mem_capacity,0.015371567090263355,0.008048934739557922,-0.11321937167985639,negative,-0.059066962543891995,0.059066962543891995,
without_r2_linear,kpss_p,0.01416659777252922,0.006700590184256126,-0.2083513354743826,negative,-0.004191677131002895,0.004191677131002895,
without_r2_linear,zero_one_K,0.008232846997130212,0.004567867750653846,0.3884759138461024,positive,0.07610635807851071,0.07610635807851071,
without_r2_linear,ami_first_min,0.008080804190971031,0.006331056779047523,-0.2368454845771042,negative,0.036303014650737236,0.036303014650737236,
without_r2_linear,adf_p,0.004472226299534,0.005573653851710659,-0.04785651339815321,negative,0.017308638134950566,0.017308638134950566,
