family,n,mean_qrc_advantage,median_qrc_advantage,mean_predicted_qrc_advantage,qrc_useful_rate,near_tie_rate,baseline_preferred_rate,label_accuracy,mean_prob_qrc_useful,dominant_category
chaotic_flow,200,-0.35781618519286146,-0.1648844219678805,-0.35175605272214433,0.115,0.215,0.67,0.745,0.10970205987147674,baseline_preferred
colored_noise,20,-0.060238876211035665,0.0,-0.07309867243537183,0.1,0.75,0.15,0.55,0.10931380186732245,near_tie
linear_stochastic,60,-0.06367598317062421,-0.0157266582850612,-0.08705851371385044,0.1,0.6833333333333333,0.21666666666666667,0.5833333333333334,0.07559686694837994,near_tie
nonstationary,140,-0.2862966131506602,-0.06994209500550165,-0.2565484633744314,0.08571428571428572,0.39285714285714285,0.5214285714285715,0.6285714285714286,0.08317176731862064,baseline_preferred
nonlinear_stochastic,120,0.006763923545008066,0.00092676777560825,-0.007588042755902916,0.05,0.9416666666666667,0.008333333333333333,0.925,0.047763844033515745,near_tie
long_range,40,-0.017570155981775488,-0.01447446989105145,-0.010714813186033323,0.025,0.875,0.1,0.9,0.038628965227148745,near_tie
chaotic_map,200,-0.2017961152193405,-0.09724104818765539,-0.21664889150252553,0.005,0.435,0.56,0.79,0.009574611369051897,baseline_preferred
input_driven,100,-0.20052344025995222,-0.1609056544711032,-0.18800001416179646,0.0,0.16,0.84,0.84,0.005695476898951534,baseline_preferred
oscillatory,120,-0.2173210008304779,-0.13809613715099645,-0.2219075409524288,0.0,0.175,0.825,0.8833333333333333,0.008492696217191327,baseline_preferred
