dataset_id,nrmse_linear,nrmse_gbm,nrmse_nvar,nmae_nvar,nrmse_esn_v5,nmae_esn_v5,nrmse_qrc_m,nmae_qrc_m,advantage_qrc_m_vs_esn,nmae_advantage_qrc_m_vs_esn,qrc_m_useful,nrmse_qrc_e,nmae_qrc_e,advantage_qrc_e_vs_esn,nmae_advantage_qrc_e_vs_esn,qrc_e_useful,nrmse_qrc_d,nmae_qrc_d,advantage_qrc_d_vs_esn,nmae_advantage_qrc_d_vs_esn,qrc_d_useful,best_qrc_variant,best_qrc_advantage_vs_esn,qrc_any_win,qrc_any_useful,label_seed_count
quadratic_map_a1.776_s332:3832:800,1.4737062244596552e-10,0.006495732448240052,2.847457934759245e-12,2.3471349847582618e-12,6.828167302893312e-07,6.042886948206533e-07,0.002962769400859699,0.002425611080346108,-0.0029620865841294094,-0.0024250067916512874,False,6.757584092987884e-07,5.477810560314431e-07,7.05832099054278e-09,5.650763878921022e-08,False,0.6390128866005361,0.5127033145410297,-0.6390122037838059,-0.5127027102523348,False,qrc_e,7.05832099054278e-09,True,False,1
quadratic_map_a1.599_s333:3833:800,0.8228737291770725,0.2538297421925957,0.7815757080643522,0.6561996012082405,0.6229661044793104,0.5202198072835263,0.8343402124192354,0.687449526989585,-0.21137410793992495,-0.1672297197060586,False,0.7821556111349867,0.6271822060387573,-0.15918950665567622,-0.10696239875523095,False,0.8761476875489028,0.743301849559783,-0.2531815830695924,-0.2230820422762566,False,qrc_e,-0.15918950665567622,False,False,1
quadratic_map_a1.631_s336:3836:800,2.3131828805423832e-09,0.007821951091518599,6.47392985585659e-11,4.69111210806322e-11,8.934319302396797e-05,8.0070028955964e-05,8.337563340505087e-05,6.677638483304709e-05,5.967559618917103e-06,1.3293644122916906e-05,False,0.003087098342211895,0.0024858044590936523,-0.002997755149187927,-0.002405734430137688,False,0.8573355622017425,0.7024976682136542,-0.8572462190087184,-0.7024175981846983,False,qrc_m,5.967559618917103e-06,True,False,1
quadratic_map_a1.526_s341:3841:800,0.5550988261554402,0.5830649625125696,0.5914085429900234,0.475419933985667,0.6188483141147986,0.4991044733082843,0.5730948845560164,0.46786732542000714,0.045753429558782144,0.03123714788827714,False,0.6219730084371335,0.5025514489292229,-0.0031246943223349755,-0.003446975620938597,False,0.651461163218085,0.5299089523473716,-0.032612849103286434,-0.030804479039087285,False,qrc_m,0.045753429558782144,True,False,1
quadratic_map_a1.523_s344:3844:800,0.6384629398254035,0.6682477446353063,0.6731643129255531,0.5468145853778856,0.7033161173346347,0.5579483918331701,0.6941729668244361,0.5656766490332404,0.00914315051019865,-0.00772825720007031,False,0.6778122717543812,0.5485004869892746,0.025503845580253537,0.009447904843895572,False,0.7051238962182084,0.5983940234147437,-0.0018077788835736408,-0.04044563158157355,False,qrc_e,0.025503845580253537,True,False,1
quadratic_map_a1.438_s345:3845:800,0.29751132533658864,0.3299561049036421,0.2988562458510399,0.23453664978519964,0.3102349589144977,0.23986749614870825,0.30294167600843946,0.2329597533368231,0.0072932829060582405,0.006907742811885165,False,0.3495048768462388,0.2759909302210007,-0.039269917931741116,-0.03612343407229243,False,0.41055776305897196,0.31217341990733827,-0.10032280414447425,-0.07230592375863001,False,qrc_m,0.0072932829060582405,True,False,1
quadratic_map_a1.512_s354:3854:800,0.481471676157032,0.48245961428983813,0.4795814078872323,0.40049402102607307,0.4935595618080932,0.4140179703472182,0.5032277232198213,0.4126082516600026,-0.00966816141172816,0.001409718687215622,False,0.5045911782656047,0.40805281206321914,-0.01103161645751155,0.0059651582839990724,False,0.4880081135186699,0.39788104485444403,0.0055514482894232775,0.01613692549277418,False,qrc_d,0.0055514482894232775,True,False,1
quadratic_map_a1.688_s355:3855:800,0.9761073618339225,0.07649557395110322,0.7816540299689789,0.6529120073068891,0.05643235598741141,0.03573681032193226,0.7751180132351586,0.6413169140203963,-0.7186856572477472,-0.605580103698464,False,0.7190666085797798,0.5943529669604982,-0.6626342525923684,-0.558616156638566,False,0.8875080887332437,0.7531779519492972,-0.8310757327458324,-0.7174411416273649,False,qrc_e,-0.6626342525923684,False,False,1
quadratic_map_a1.828_s356:3856:800,0.9405032343433858,0.12143600519413483,0.8310901955107192,0.6714357732042098,0.09262668769640862,0.07366192932154138,0.8867245582523045,0.7719683739551013,-0.7940978705558959,-0.69830644463356,False,0.7273205752309507,0.6094237993354186,-0.6346938875345421,-0.5357618700138772,False,0.9813356653214418,0.8352541101642973,-0.8887089776250332,-0.7615921808427559,False,qrc_e,-0.6346938875345421,False,False,1
quadratic_map_a1.950_s358:3858:800,0.9103966336355594,0.03763983292378156,3.824630879926014e-11,3.1116459742333255e-11,0.004917499256062587,0.003986115208186387,0.6744342064150405,0.55290209850097,-0.6695167071589779,-0.5489159832927837,False,0.7264888079990013,0.5812040564914221,-0.7215713087429387,-0.5772179412832358,False,0.9204098209880216,0.8133641296397148,-0.915492321731959,-0.8093780144315285,False,qrc_m,-0.6695167071589779,False,False,1
