dataset_id,nrmse_linear,nrmse_gbm,nrmse_nvar,nmae_nvar,nrmse_esn_v5,nmae_esn_v5,nrmse_qrc_m,nmae_qrc_m,advantage_qrc_m_vs_esn,nmae_advantage_qrc_m_vs_esn,qrc_m_useful,nrmse_qrc_e,nmae_qrc_e,advantage_qrc_e_vs_esn,nmae_advantage_qrc_e_vs_esn,qrc_e_useful,nrmse_qrc_d,nmae_qrc_d,advantage_qrc_d_vs_esn,nmae_advantage_qrc_d_vs_esn,qrc_d_useful,best_qrc_variant,best_qrc_advantage_vs_esn,qrc_any_win,qrc_any_useful,label_seed_count
circle_map_k0.96_s314:3514:800,2.248066126315479e-12,0.005920792721535247,1.8557457077660802e-13,1.5952283010404287e-13,7.563074390005504e-08,6.218713290040243e-08,5.543270859176637e-06,4.435847005505259e-06,-5.467640115276582e-06,-4.373659872604856e-06,False,1.129991610187929e-07,1.1025325006370898e-07,-3.736841711873786e-08,-4.806611716330655e-08,False,0.6616362821669197,0.5185074294291795,-0.6616362065361758,-0.5185073672420466,False,qrc_e,-3.736841711873786e-08,False,False,1
circle_map_k1.36_s318:3518:800,0.040109135288508596,0.015067343725681645,2.0578371141421313e-11,1.2113304738744891e-11,0.0005043502209075209,0.0003420229907925042,0.010236979035238318,0.007826968474275648,-0.009732628814330797,-0.007484945483483144,False,0.002614371112757215,0.0020728183359287793,-0.002110020891849694,-0.001730795345136275,False,0.9727695997114004,0.7695846317521989,-0.9722652494904929,-0.7692426087614064,False,qrc_e,-0.002110020891849694,False,False,1
circle_map_k1.48_s323:3523:800,3.0600677590047675e-05,0.005921236373622333,2.3532713988571594e-06,2.1223716991634047e-06,0.0001507335802758064,0.00013759940722300913,9.150053317122566e-05,8.047058494866613e-05,5.923304710458073e-05,5.7128822274343e-05,False,6.483424538862176e-05,5.610270579660075e-05,8.589933488718463e-05,8.149670142640838e-05,False,0.07499244214788875,0.05645913340492793,-0.07484170856761295,-0.056321533997704926,False,qrc_e,8.589933488718463e-05,True,False,1
circle_map_k1.14_s324:3524:800,2.089698856662903e-12,0.00592077313762742,1.8468368780449964e-13,1.6445294554144402e-13,1.1605877873659403e-07,9.033516071096913e-08,0.0011093275028919406,0.0010317970741530575,-0.001109211444113204,-0.0010317067389923466,False,1.6387079291665425e-07,1.5939164469257652e-07,-4.7812014180060215e-08,-6.90564839816074e-08,False,0.6533280457827092,0.5123543403688732,-0.6533279297239305,-0.5123542500337125,False,qrc_e,-4.7812014180060215e-08,False,False,1
circle_map_k1.64_s327:3527:800,0.8995208609094207,0.3609965712372614,0.7797436935109053,0.48975016832328316,0.8377660970970655,0.5838359964479212,0.9178938663428631,0.6822326057558311,-0.08012776924579756,-0.09839660930790994,False,0.7340874591294929,0.5496225818568528,0.1036786379675726,0.034213414591068414,True,0.9333056425957201,0.7306597252055902,-0.09553954549865462,-0.14682372875766903,False,qrc_e,0.1036786379675726,True,True,1
circle_map_k0.45_s328:3528:800,0.4462999683888752,0.039268853739315206,0.23553556639855264,0.05355399249925391,0.278389921106768,0.14426715097995224,0.33317589706165573,0.1841484888459049,-0.05478597595488771,-0.03988133786595266,False,0.728274777718735,0.523772774064196,-0.4498848566119669,-0.37950562308424374,False,0.9119150827365229,0.705379695544736,-0.6335251616297548,-0.5611125445647838,False,qrc_m,-0.05478597595488771,False,False,1
circle_map_k1.67_s329:3529:800,9.810091728507548e-11,0.007873470044581398,1.3462667741291184e-12,9.762599800703927e-13,8.059981665850818e-07,7.459985962522565e-07,2.2776085698926017e-06,1.8661649953913807e-06,-1.47161040330752e-06,-1.1201663991391242e-06,False,2.491244715314148e-06,2.130655768026284e-06,-1.6852465487290663e-06,-1.3846571717740276e-06,False,0.7366895462357903,0.5776868984638138,-0.7366887402376238,-0.5776861524652176,False,qrc_m,-1.47161040330752e-06,False,False,1
circle_map_k1.05_s330:3530:800,1.1383730817753432e-12,0.005920544441670933,1.0200944899830966e-13,1.0200912209890684e-13,1.3157186422465248e-08,1.0166200184271549e-08,7.779372412426764e-07,7.436999096401185e-07,-7.647800548202112e-07,-7.33533709455847e-07,False,1.8785441132993812e-07,1.6485183868967942e-07,-1.7469722490747286e-07,-1.5468563850540788e-07,False,0.15751447447987907,0.10591170080450957,-0.15751446132269264,-0.10591169063830938,False,qrc_e,-1.7469722490747286e-07,False,False,1
circle_map_k1.25_s331:3531:800,0.8250010417034588,0.08477572208949564,0.6833672705783281,0.29052095619026413,0.583187715155303,0.3273495577541197,0.8079735274588336,0.5490575119947447,-0.22478581230353056,-0.221707954240625,False,0.8946411386369683,0.6810701518249305,-0.31145342348166527,-0.35372059407081075,False,0.9155150947742882,0.6909605345970659,-0.3323273796189852,-0.36361097684294613,False,qrc_m,-0.22478581230353056,False,False,1
circle_map_k0.95_s334:3534:800,2.698788208526107e-12,0.006210794914142364,2.894913506093868e-13,2.7163759931506877e-13,1.674540225248046e-07,1.3709881141310115e-07,4.1049539607396905e-06,2.8960051110854617e-06,-3.937499938214886e-06,-2.7589062996723604e-06,False,4.5527724037767974e-07,3.140242773304672e-07,-2.878232178528751e-07,-1.7692546591736606e-07,False,0.9105330473270953,0.6323069554978,-0.9105328798730727,-0.6323068183989886,False,qrc_e,-2.878232178528751e-07,False,False,1
circle_map_k0.52_s337:3537:800,0.5073725368329848,0.3068315779534981,0.20142731171579334,0.04506159609287428,0.2758411024936556,0.14788355608919043,0.26307515101610884,0.13150067623075878,0.012765951477546778,0.016382879858431648,False,0.6310923164228125,0.46874631881517437,-0.3552512139291569,-0.3208627627259839,False,0.9673220988993365,0.6665387524910523,-0.691480996405681,-0.5186551964018619,False,qrc_m,0.012765951477546778,True,False,1
circle_map_k1.03_s339:3539:800,3.811910974430453e-12,0.007427174137437349,3.1889680860565666e-13,2.8529005873495797e-13,2.393120992125805e-07,1.9515713199295367e-07,1.343715403920267e-06,1.1901729563011693e-06,-1.1044033047076866e-06,-9.950158243082156e-07,False,3.688817443845564e-05,2.9885129085089124e-05,-3.664886233924306e-05,-2.968997195309617e-05,False,0.8621199965051881,0.6942308719047108,-0.8621197571930889,-0.6942306767475788,False,qrc_m,-1.1044033047076866e-06,False,False,1
circle_map_k0.68_s341:3541:800,0.4576601508476181,0.03280471668899447,0.0840416171329976,0.01889203105061713,0.21914311353230126,0.11724489714599198,0.1901142951676186,0.09040578397202445,0.029028818364682657,0.026839113173967533,False,0.7796693622979405,0.6221482248853504,-0.5605262487656393,-0.5049033277393584,False,0.9096210042878862,0.713344366354702,-0.6904778907555849,-0.59609946920871,False,qrc_m,0.029028818364682657,True,False,1
circle_map_k1.60_s343:3543:800,1.1954668520420509e-11,0.006027572712022024,8.853094791999615e-13,6.922830827137824e-13,2.398522799154874e-08,2.0247931037821392e-08,6.869749980293551e-07,5.410605788715565e-07,-6.629897700378064e-07,-5.208126478337351e-07,False,0.0002535233323058858,0.00020875670657094587,-0.0002534993470778942,-0.00020873645863990804,False,0.8178408003760717,0.6294228180727549,-0.8178407763908436,-0.6294227978248239,False,qrc_m,-6.629897700378064e-07,False,False,1
circle_map_k0.84_s348:3548:800,2.7054015170156184e-12,0.006150800107232112,2.9119758149870755e-13,2.7526654852219996e-13,1.6726562026839891e-07,1.3471975303957423e-07,3.479016471791536e-06,2.3658411560548764e-06,-3.311750851523137e-06,-2.231121403015302e-06,False,1.9975147885069427e-06,1.643917254420381e-06,-1.8302491682385437e-06,-1.5091975013808068e-06,False,0.7715110940793171,0.5844044975592303,-0.7715109268136968,-0.5844043628394773,False,qrc_e,-1.8302491682385437e-06,False,False,1
circle_map_k0.97_s351:3551:800,0.32145214403142053,0.033066570248513845,0.16265898387831623,0.04693700602376686,0.19356129928021276,0.0905101006571678,0.2415849350578754,0.12445867361841857,-0.04802363577766264,-0.03394857296125077,False,0.573950871681793,0.42457744583918183,-0.3803895724015803,-0.33406734518201403,False,0.8239789120539548,0.6815727654706947,-0.630417612773742,-0.5910626648135269,False,qrc_m,-0.04802363577766264,False,False,1
circle_map_k1.54_s352:3552:800,1.084166891347206e-09,0.00943384648674,2.0058771031969786e-09,1.3640827890025982e-09,0.0055721707115160375,0.004603825951248845,0.015211881645350013,0.010114365415323734,-0.009639710933833975,-0.005510539464074889,False,0.012696793177635165,0.010726277759379071,-0.007124622466119127,-0.006122451808130226,False,0.6783200492401955,0.5447516170230321,-0.6727478785286795,-0.5401477910717832,False,qrc_e,-0.007124622466119127,False,False,1
circle_map_k1.21_s353:3553:800,2.23904825109868e-12,0.005920529270909078,1.8719461297396732e-13,1.6645434381857892e-13,8.324074435608375e-08,7.154133051843148e-08,0.0011317309187535032,0.0010292628591950623,-0.0011316476780091473,-0.0010291913178645438,False,6.012970321169074e-07,5.03474357969273e-07,-5.180562877608236e-07,-4.3193302745084154e-07,False,0.712933535997199,0.5994217590363959,-0.7129334527564546,-0.5994216874950654,False,qrc_e,-5.180562877608236e-07,False,False,1
circle_map_k1.11_s356:3556:800,6.225164810561054e-11,0.011527247995518726,1.7031344314309616e-11,1.0609208858771695e-11,1.53897141257625e-05,1.3277285946640229e-05,0.00010589054414762899,8.975616602869176e-05,-9.05008300218665e-05,-7.647888008205153e-05,False,0.2152029565684917,0.1725210941640697,-0.21518756685436594,-0.17250781687812305,False,0.9852336116975361,0.7204247950508956,-0.9852182219834104,-0.7204115177649489,False,qrc_m,-9.05008300218665e-05,False,False,1
circle_map_k0.62_s358:3558:800,0.5689451362354097,0.04271809806107743,0.25619225034261034,0.13407552303525022,0.1877746016899815,0.1529899372534699,0.08184806027464618,0.06508455437821922,0.10592654141533532,0.08790538287525068,True,0.5197032099607318,0.3873725803262557,-0.3319286082707503,-0.2343826430727858,False,0.8411731785476914,0.6879810710891004,-0.6533985768577099,-0.5349911338356306,False,qrc_m,0.10592654141533532,True,True,1
circle_map_k1.43_s360:3560:800,0.9149687022976951,0.10968109106746783,0.690490971287045,0.42481504005311543,0.648827584246763,0.3927099029601573,0.8126229447284317,0.5958306307525815,-0.16379536048166865,-0.20312072779242418,False,0.7637289895706298,0.586514780199584,-0.11490140532386683,-0.19380487723942674,False,0.9261142267891791,0.7486262382126382,-0.2772866425424161,-0.3559163352524809,False,qrc_e,-0.11490140532386683,False,False,1
circle_map_k1.41_s362:3562:800,1.1344991796967265e-12,0.005920544441670805,9.896155246609068e-14,9.886241587286072e-14,1.389135138001477e-08,1.1092131972462554e-08,5.276658785708506e-07,4.695701572220136e-07,-5.137745271908359e-07,-4.5847802524955104e-07,False,1.1490495737454317e-07,1.1484638034770202e-07,-1.010136059945284e-07,-1.0375424837523946e-07,False,0.07489864379324901,0.05875366004505455,-0.07489862990189763,-0.05875364895292258,False,qrc_e,-1.010136059945284e-07,False,False,1
circle_map_k0.40_s366:3566:800,0.5172160093362943,0.031228161178464837,0.18928903550655773,0.04174181003657559,0.24077660072469478,0.10782295482287628,0.3077688329222618,0.15102364961731177,-0.06699223219756703,-0.04320069479443549,False,0.682973002314139,0.5282919122652955,-0.4421964015894443,-0.4204689574424192,False,0.8641330037054631,0.6649281214046703,-0.6233564029807683,-0.557105166581794,False,qrc_m,-0.06699223219756703,False,False,1
circle_map_k0.52_s369:3569:800,0.2983315666918783,0.034219412690775226,0.09189114896142665,0.025815865385734514,0.22120832972856552,0.098134124967314,0.28595466110867057,0.1162276649975561,-0.06474633138010505,-0.018093540030242106,False,0.6042430761726375,0.47422948574651824,-0.383034746444072,-0.37609536077920425,False,0.8937392018030382,0.6643911471807176,-0.6725308720744727,-0.5662570222134036,False,qrc_m,-0.06474633138010505,False,False,1
circle_map_k1.31_s373:3573:800,1.1352350281503374e-12,0.005920544441670838,1.0040475449194938e-13,1.0040342062605373e-13,1.387843106800386e-08,1.1082055498944566e-08,5.276974488986864e-07,4.695954406329597e-07,-5.138190178306826e-07,-4.5851338513401516e-07,False,1.1490929041779625e-07,1.1485059081231069e-07,-1.010308593497924e-07,-1.0376853531336613e-07,False,0.07489864379324968,0.058753660045053856,-0.0748986299148186,-0.05875364896299836,False,qrc_e,-1.010308593497924e-07,False,False,1
