dataset_id,name,family,source,task_type,params,seed,schema_version,n_channels,length,horizon,missing_frac,irregular_sampling,mean,std,skew,kurtosis,ac_timescale,ami_first_min,mem_capacity,mem_capacity_valid,r2_linear,nl_gain,snr_db,snr_valid,lyapunov,lyapunov_valid,zero_one_K,zero_one_valid,spectral_entropy,dom_freq,spectral_flatness,adf_p,kpss_p,n_diffs,dfa_alpha,dfa_valid,perm_entropy,sample_entropy,hurst_rs,forecastability,pred_nrmse_linear,pred_nrmse_gbm,predictability_gap_linear_gbm,true_lyapunov,true_memory_order,true_n_frequencies,true_hurst,is_chaotic,nrmse_linear,nrmse_esn_matched,nrmse_qrc_spin,nrmse_gbm,qrc_advantage,ext_sample_entropy_m2,ext_approx_entropy_m2,ext_lz_complexity,ext_hurst_rs,ext_psd_slope,ext_spectral_centroid,ext_spectral_bandwidth,ext_spectral_rolloff85,ext_zero_crossing_rate,ext_turning_point_rate,ext_outlier_rate_3sigma,ext_spike_rate_mad6,ext_arch_lm5,ext_volatility_ac1,ext_trend_strength,ext_seasonality_strength,ext_changepoint_count,ext_recurrence_rate,ext_recurrence_determinism,ext_fnn_fraction,ext_corr_dim_approx,ext_bds_like,ext_zero_fraction,ext_cv2_positive,base_generator
mackey_glass_tau22_s000:1100:800,mackey_glass_tau22_s000,delay_dynamics,synthetic,forecast,"{'generator': 'mackey_glass', 'tau': 22, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}",1100,v2,1,800,1,0.0,False,-1.8397981550931167e-16,1.0,-0.5408997150437713,-0.4077816744741227,11.0,12.0,,False,0.9999604502578858,-0.008867181500639143,14.065019451124972,True,0.36229651890609055,True,0.858916078667024,True,0.430858501624176,0.014285714285714285,4.980558490140042e-07,0.001,0.95,0,1.3210366334339307,True,0.3984474102759151,0.39884897940747316,0.842170174743182,0.5691414983758241,0.006288858570052384,0.09437548009283607,-0.08808662152278368,,,,,1.0,,,,,,0.46096562541844693,0.46915533335534976,0.9282211582658174,0.7560682979950766,-8.279754731282706,0.01842404187719464,0.00972150496513201,0.025390625,0.04505632040050062,0.07017543859649122,0.0,0.0,794.9607954287612,0.9198797750345222,0.00038073945596173164,0.9654399405675298,0.0,0.09972003513928457,0.8106372468302322,0.05873925501432665,1.5057586169926704,0.17813986320720734,0.0,0.07776350616100126,mackey_glass
mackey_glass_tau31_s001:1101:800,mackey_glass_tau31_s001,delay_dynamics,synthetic,forecast,"{'generator': 'mackey_glass', 'tau': 31, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}",1101,v2,1,800,1,0.0,False,-4.4408920985006264e-17,1.0,-0.3387112489857086,-0.9212419116770025,14.0,15.0,,False,0.9999784348917382,-0.005120224675181806,20.822989525029115,True,0.3848800338247667,True,0.22812505821217505,True,0.45246549892765364,0.012499999999999999,2.3207267137336623e-07,0.001,0.940919189583956,0,1.4482259608528172,True,0.3941752068394685,0.3489624061981266,0.9193581151913397,0.5475345010723464,0.004643824744949577,0.0717062743659409,-0.06706244962099132,,,,,1.0,,,,,,0.3713786102682212,0.42265259453310344,0.8679470570797253,0.8366814989127196,-8.317977279876699,0.013973266981627246,0.008306500069585266,0.01953125,0.03754693366708386,0.05764411027568922,0.0,0.0,794.9701443133688,0.9374437947788214,0.006692976685912733,0.9759361055322852,0.0,0.09972003513928457,0.835336736374115,0.09598853868194843,1.3449892267263468,0.18424166629933533,0.0,0.13317386096982076,mackey_glass
lorenz63_rho42.86_s000:1200:800,lorenz63_rho42.86_s000,chaotic_flow,synthetic,forecast,"{'generator': 'lorenz63', 'rho': 42.860654389008204, 'dt': 0.02, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}",1200,v2,1,800,1,0.0,False,0.0,1.0,-0.35486799027207644,-0.637825774598582,12.0,7.0,,False,0.9999456822181425,-0.009937894708498263,20.523264084275628,True,2.8487386610784036,True,0.953819293199817,True,0.524079308867129,0.008928571428571428,8.664655616767356e-08,0.001,0.696812714525561,0,1.3440051787093183,True,0.3612239949122489,0.3726511041198819,0.8982509166518255,0.47592069113287105,0.0073700598272648495,0.09996105486816247,-0.09259099504089761,,,,,1.0,,,,,,0.439032111057193,0.5010685210826202,0.7715084951819781,0.8320240877546192,-10.237272909343917,0.016155038216168642,0.013557248686451728,0.02734375,0.017521902377972465,0.05137844611528822,0.0,0.0,794.8331876370612,0.9163146645954341,0.0006553871706916903,0.9636911850081229,0.0,0.09972003513928457,0.8063560019759591,0.04154727793696275,1.456292649086728,0.17865097560212054,0.0,0.3287190945392286,lorenz63
lorenz63_rho30.42_s001:1201:800,lorenz63_rho30.42_s001,chaotic_flow,synthetic,forecast,"{'generator': 'lorenz63', 'rho': 30.41810627903052, 'dt': 0.02, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}",1201,v2,1,800,1,0.0,False,3.8064789415719653e-17,1.0,-0.8630036486680263,0.5245000226257948,13.0,9.0,,False,0.9999749329024246,-0.006994718880450113,23.911076507345644,True,,False,0.955901227625012,True,0.47787983182098853,0.0035714285714285713,1.2153294914430352e-08,0.001,0.8686202733367882,0,1.330742700008601,True,0.3523588661097235,0.3308624353314469,0.8294860156781916,0.5221201681790115,0.005006705261489762,0.08378416305021794,-0.07877745778872818,,,,,1.0,,,,,,0.3606896236578415,0.40911703083300077,0.8438374166052884,0.8473112989564235,-10.877380378386617,0.014907606036354723,0.012146914639028257,0.029296875,0.028785982478097622,0.045112781954887216,0.0,0.0,794.9666880328733,0.9276127532378737,0.005779542129229709,0.9703980467243167,1.0,0.09972003513928457,0.8374773588012514,0.05873925501432665,1.3707554402495237,0.18791109688929006,0.0,0.3395161794259608,lorenz63
rossler_c8.79_s000:1300:800,rossler_c8.79_s000,chaotic_flow,synthetic,forecast,"{'generator': 'rossler', 'c': 8.785877082140939, 'dt': 0.05, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}",1300,v2,1,800,1,0.0,False,2.5376526277146434e-17,0.9999999999999999,0.396987668151404,0.6712148015410766,21.0,13.0,,False,0.9999990287729342,-0.009744292516084996,8.810747574090449,True,0.1707913132975825,True,0.055010893062835006,True,0.3708149832402985,0.008928571428571428,1.4069815492234649e-08,0.001,0.95,0,1.70178590719317,True,0.28219439901301807,0.10375234731378169,1.0094965561988178,0.6291850167597015,0.0009855085315587711,0.09871810240857963,-0.09773259387702087,,,,,1.0,,,,,,0.15797503511028543,0.24579279166292745,0.7473988547075412,0.9552189773159192,-10.18692993832784,0.009828000559964035,0.005333944398837859,0.01171875,0.016270337922403004,0.017543859649122806,0.0,0.007509386733416771,794.9971359078969,0.9851330489350487,0.014392724922105193,0.9854583427722252,4.0,0.09972003513928457,0.8995554091882101,0.011461318051575931,1.1369624913557774,0.2217945671498327,0.0,0.9458302771556448,rossler
rossler_c5.91_s001:1301:800,rossler_c5.91_s001,chaotic_flow,synthetic,forecast,"{'generator': 'rossler', 'c': 5.907973733509751, 'dt': 0.05, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}",1301,v2,1,800,1,0.0,False,-2.5376526277146434e-17,1.0,0.29612655461373677,-0.46921707619242525,22.0,20.0,,False,0.9999995659704674,-0.0027573526881695676,19.893609004759703,True,0.07954031368200817,True,-0.0016158190537926458,True,0.2524236194942944,0.008928571428571428,3.76336805840091e-10,0.001,0.9371664017414411,0,1.669950845559799,True,0.27627212882885016,0.2017452089349614,0.9872139375272019,0.7475763805057056,0.0006588091777453571,0.05251463336730257,-0.05185582418955721,,,,,1.0,,,,,,0.24030827508685124,0.27056907037670896,0.7594536749447596,0.930532820405668,-9.587234419702373,0.008480123233089557,0.002259655552533085,0.009765625,0.017521902377972465,0.016290726817042606,0.0,0.0,794.999705949194,0.9878904013079359,0.0006632795961100113,0.9852093250664352,0.0,0.09972003513928457,0.8791371644986004,0.011461318051575931,1.2089875308038929,0.20675413852749963,0.0,0.4336787401213973,rossler
logistic_r3.6114_s000:1400:800,logistic_r3.6114_s000,chaotic_map,synthetic,forecast,"{'generator': 'logistic', 'r': 3.6113887788855266, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}",1400,v2,1,800,1,0.0,False,-2.3790493384824782e-17,1.0,-0.19690567695131866,-1.6870736881432664,186.0,3.0,,False,0.9541189728854678,0.0446414800351036,30.480894351556657,True,0.2143065852959119,True,0.7441402795542561,True,0.2471450676804586,0.5,0.024182146693683734,0.001,0.7795401582209222,0,0.01664082454248072,True,0.4705944892418118,0.22132714489948485,0.12028261036339599,0.7528549323195414,0.2141985693568756,0.03520720209600037,0.17899136726087522,0.20530246108721428,,,,1.0,,,,,,0.5545283086370341,0.527874413437297,0.6750699332842308,0.0820106850496551,1.0638563343670309,0.4735013356170788,0.07634529503713465,0.5,1.0,1.0,0.0,0.0,484.0928037168926,0.214934688253691,1.4377694284806175e-05,0.9357063792200038,17.0,0.09972003513928457,0.5881771776716614,0.19340974212034384,1.0887509516501734,0.014625736994685362,0.0,0.11648115206185125,logistic
logistic_r3.8977_s001:1401:800,logistic_r3.8977_s001,chaotic_map,synthetic,forecast,"{'generator': 'logistic', 'r': 3.897734489437128, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}",1401,v2,1,800,1,0.0,False,-1.6811948658609513e-16,1.0,-0.25856767372725464,-1.3664516689799384,2.0,9.0,,False,0.21940334044463894,0.7772911736817038,6.17594569894624,True,0.5106179044444925,True,0.996881125855392,True,0.8641072607923147,0.42857142857142855,0.38121624416738153,0.001,0.7019685513157522,0,0.2933638130072022,True,0.7043295704254562,0.5203335628180451,0.3796318282244828,0.1358927392076853,0.8835138140150165,0.05749335503914648,0.8260204589758701,0.503296377183538,,,,1.0,,,,,,0.8171014923063841,0.8792439406729118,1.4586332487034273,0.43505861257425527,0.7347706671289559,0.3529011590278735,0.10613544932237334,0.443359375,0.7321652065081352,0.8421052631578947,0.0,0.0,95.39929062648949,0.13468829228954476,8.51045256489158e-08,0.138970505302808,4.0,0.09972003513928457,0.57582743289972,0.2349570200573066,1.7901287996962107,0.006174549638766125,0.0,0.23521563291861172,logistic
henon_a1.239_s000:1500:800,henon_a1.239_s000,chaotic_map,synthetic,forecast,"{'generator': 'henon', 'a': 1.2389994152509238, 'b': 0.3, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}",1500,v2,1,800,1,0.0,False,6.3441315692866086e-18,1.0,-0.542214803327693,-0.5633711900774339,2.0,4.0,,False,0.9999999999995953,-0.00040679777204788437,318.9709662097686,True,,False,0.9781962962727442,True,0.3281599548830658,0.42857142857142855,1.7123733267818891e-15,0.001,0.95,0,0.03495930855449563,True,0.5500322716771638,0.003590668130728596,-0.018763091381120808,0.6718400451169342,6.361158944132121e-07,0.020169228355406542,-0.020168592239512128,-0.22785191116889106,,,,0.0,,,,,,0.3211499811149506,0.3847701276444906,1.3501398665684616,0.10478512840886554,3.0765339387230783,0.33108501368790244,0.12042887558010464,0.4296875,0.571964956195244,0.8571428571428571,0.0,0.0,497.0445188758918,0.36535285744972823,1.8396075884830054e-07,0.9912401476290112,35.0,0.09976929581858934,0.7246543778801844,0.18481375358166188,2.853305457125301,0.010746842759635361,0.0,0.1491407528989576,henon
henon_a1.038_s001:1501:800,henon_a1.038_s001,chaotic_map,synthetic,forecast,"{'generator': 'henon', 'a': 1.0384118420527013, 'b': 0.3, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}",1501,v2,1,800,1,0.0,False,-4.7580986769649563e-17,1.0,-0.15359244716402426,-1.620324230732382,186.0,2.0,,False,0.999999999949523,-0.0003843401567593663,318.1084031626673,True,,False,-0.08360067338818394,True,0.18234145793482362,0.5,2.022274284349712e-15,0.001,0.001,0,0.004635730825657207,True,0.43620706446955015,0.18758823264333843,0.0965041919694777,0.8176585420651764,7.104712045653464e-06,0.01960459658438204,-0.01959749187233639,-0.396745095681297,,,,0.0,,,,,,0.255468452468126,0.1973375074596988,0.6750699332842308,0.027556772052511114,0.602488204493075,0.47220849899602996,0.0777712075501999,0.5,1.0,1.0,0.0,0.1251564455569462,750.3072603370639,0.02951044557443753,1.2825347884826144e-06,0.9899999999999998,2.0,0.1041206558238438,0.7050938337801609,0.0014326647564469914,2.7952738461727513,-0.020440912082658247,0.0,0.27316046479214834,henon
