dataset_id,name,family,source,task_type,params,seed,length,horizon,base_generator,ac_timescale,ami_first_min,mem_capacity,r2_linear,nl_gain,snr_db,lyapunov,zero_one_K,spectral_entropy,dom_freq,spectral_flatness,adf_p,kpss_p,n_diffs,dfa_alpha,perm_entropy,sample_entropy,hurst_rs,forecastability,pred_nrmse_gbm,predictability_gap_linear_gbm,ext_volatility_ac1,ext_arch_lm5,ext_recurrence_rate,ext_recurrence_determinism,ext_psd_slope,ext_spectral_centroid,ext_trend_strength,ext_changepoint_count,ext_lz_complexity,nrmse_linear,nrmse_esn_matched,nrmse_qrc_spin,nrmse_gbm,qrc_advantage
ar3_s003:2103:800,ar3_s003,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [0.13967546130942524, -0.6899813081913214, -0.11368420159799454]}",2103,800,1,ar,1.0,3.0,,0.2287587861837905,0.0566267502481115,0.6478706747562546,0.18469786871784,0.9969301410783592,0.7730159980046246,0.2214285714285714,0.2502188539284872,0.001,0.4582005730906593,0,0.260213804606007,0.9413846171087404,2.022951353725093,0.4034249366290155,0.2269840019953753,0.8453487230534497,0.03382512744130617,-0.0485585302872138,158.4683035383578,0.0997200351392845,0.5751687798452165,-0.0029689624566588,0.2247740162523638,0.0002810131476828,10.0,1.6515103724989215,0.8175246048841329,0.7751721749204648,0.8447714733447432,0.7836994774428268,-0.0695992984242784
ar1_s004:2104:800,ar1_s004,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [0.7975009900302618]}",2104,800,4,ar,4.0,4.0,,0.5192665988486369,-0.0603790685642768,1.9113396743862745,0.1854914521778245,0.9966416452690656,0.7556599705782249,0.0053571428571428,0.2267176771829865,0.001,0.937597291710348,0,0.932645597980201,0.9594736509492584,1.7712334398437997,0.8615331049030421,0.2443400294217751,0.7356034731536006,-0.000446072429177935,0.0515039817492716,251.5333711223719,0.0997200351392845,0.5743454635270872,-1.262556132905669,0.0745316109622375,0.015906211100882,4.0,1.4465784284662089,0.8800008340001207,0.8824776365482297,0.8994912978815476,0.8804469064292987,-0.0170136613333178
ar1_s005:2105:800,ar1_s005,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [0.5490052627416844]}",2105,800,2,ar,2.0,2.0,,0.2396139826144059,-0.064396308627894,0.5784875432176704,0.1705821605368555,0.9982760311724544,0.8822265095770411,0.0446428571428571,0.4293490203571859,0.001,0.94562690670548,0,0.6175070253306137,0.97225780810762,2.0599883157014975,0.6704513155651647,0.1177734904229589,0.9081752727384116,0.00445901723439901,0.0333631354127382,94.18313762651184,0.0997200351392845,0.5382842087930183,-0.7827730514292951,0.1392875792631741,0.0041851688243723,3.0,1.6274007320244848,1.0083124708838227,0.9809280267413598,0.9953861378782444,1.0038534536494237,-0.0144581111368845
ar3_s006:2106:800,ar3_s006,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [0.06487939750230343, -0.2664395213173247, -0.22258569234785697]}",2106,800,1,ar,1.0,4.0,,0.1161683067416656,0.0112089587767053,0.4764227608810437,0.1491187050528985,0.9976806958132932,0.9002513143825998,0.1482142857142857,0.4869584145691017,0.001,0.9155388244045344,0,0.3136859374052047,0.9763443234781104,2.068669444697925,0.4492040386926494,0.0997486856174002,0.9341427805649568,-0.018623862073375186,-0.0012864094549934,20.92131206973566,0.0997200351392845,0.5307096986662275,-0.0132029906115355,0.2218868036023632,0.0013632910005356,8.0,1.6997296534477957,0.8920640110396788,0.8988533819608496,0.9039198832224324,0.910687873113054,-0.0050665012615827
ar2_s007:2107:800,ar2_s007,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [0.21266229322793384, 0.6752634616482783]}",2107,800,14,ar,14.0,3.0,,0.6510403977361225,0.0114552300273276,3.4226403893938255,0.1741650605016723,0.9773245644180965,0.6204260744162977,0.0035714285714285,0.1420986909724978,0.0048025496402521,0.5914263975900949,0,1.1879004418412538,0.9569556830208158,1.42602584299118,0.9711706613815042,0.3795739255837023,0.5809512649410017,0.06033035010139787,0.4091230799079365,308.57638508370354,0.0997200351392845,0.6505845545858719,-0.8751784019879221,0.0756112958661749,0.0670275518635582,2.0,1.2898657653823695,1.42027431634401,1.3302235238323454,1.3457176102198758,1.359943966242612,-0.0154940863875303
ar3_s008:2108:800,ar3_s008,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [0.4905331908940492, 0.6288240698835673, -0.18515582888337023]}",2108,800,22,ar,22.0,8.0,,0.8733622946886533,-0.0731969926470887,6.101611281085325,0.2099342882121584,0.959183305143692,0.4971580657521918,0.0071428571428571,0.0663875069766269,0.0113802235450393,0.4930783099991354,0,1.2278802538999272,0.9759966126641634,1.333067765018524,0.93508646979707,0.5028419342478081,0.4470287439957697,-0.06365411439910895,0.1921376196464148,512.2315332062367,0.0997200351392845,0.6545364729128932,-1.3516347309455037,0.029614997757313,0.0082084796596012,3.0,1.2537013046707144,0.9373703687774462,0.940110364909483,0.9560695950920752,1.0010244831765551,-0.0159592301825921
ar2_s009:2109:800,ar2_s009,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [0.6294236467491439, -0.36241074455115585]}",2109,800,2,ar,2.0,2.0,,0.2367049753127028,-0.0510919143320603,0.8373416088417356,0.1648858244107944,0.9966252797208028,0.8838673248339637,0.1892857142857142,0.4186805115132616,0.001,0.9438099737244386,0,0.4345887316288003,0.9458657407532396,2.0182789581589624,0.5429763911971054,0.1161326751660363,0.9024338973129042,0.01841703138536044,-0.0025389911059296,28.34223953691774,0.0997200351392845,0.5073275152313519,-0.6075315403136632,0.1628883019634694,2.317844556287696e-07,7.0,1.6756200129733585,1.0139270910474558,1.0000344383760005,1.008552332335006,0.9955100596620954,-0.0085178939590053
ar2_s010:2110:800,ar2_s010,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [0.775202906369258, -0.4969409228654503]}",2110,800,2,ar,2.0,2.0,,0.4520743662441565,-0.1614821397526269,1.0365138872484418,0.1873241656856636,0.997744577986986,0.8495090802805709,0.1553571428571428,0.3110763972258109,0.001,0.9259860562018176,0,0.4790420577977894,0.9179674414136776,1.9550705184539776,0.5420951072154749,0.150490919719429,0.8422634822360936,-0.02053936392721578,0.0191663735974035,79.5870304652071,0.0997200351392845,0.5101267907129919,-0.7834698705779459,0.1556555771531333,0.0001324918788151,8.0,1.6515103724989215,0.931290216164629,0.9394585423323268,0.9758297842691114,0.9518295800918448,-0.0363712419367846
ar3_s011:2111:800,ar3_s011,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [-0.6314306552923606, -0.001227633851804566, 0.17254720795970768]}",2111,800,2,ar,2.0,3.0,,0.1745324643571564,0.0034865638541344,0.2760404926304565,0.1687557871499836,0.9988830739870526,0.8419663160432285,0.4607142857142857,0.3343927622032211,0.001,0.6186749809423497,0,0.4164059611193319,0.9436553129526996,1.9815099348357423,0.4900583125076032,0.1580336839567715,0.9066316626881664,-0.01921462507300742,0.562487003327818,101.30416645945829,0.0997200351392845,0.5256051374938251,0.6428921089411763,0.3698158853728575,7.157225576537307e-06,6.0,1.6274007320244848,0.943858706828588,0.9353273801375072,0.9555675554462724,0.9630733319015954,-0.020240175308765
ar1_s012:2112:800,ar1_s012,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [-0.448515975404797]}",2112,800,2,ar,2.0,2.0,,0.0901764395506341,0.0452197883262802,-0.0435806160163946,0.1476235553561904,0.9995189559466506,0.8987809004637997,0.4910714285714285,0.4638460498882116,0.001,0.742596579949606,0,0.3803464577669912,0.9718408901015588,2.1691722469881194,0.511065805365189,0.1012190995362003,0.9298407240614306,-0.0004540812574413966,0.4430724245713607,24.996024927312607,0.0997200351392845,0.5183599538942861,0.479155575148529,0.3398326018689717,0.0006094518603488,5.0,1.6997296534477957,0.9754273293855006,0.9916289790821204,0.989644940242268,0.975881410642942,0.0019840388398524
ar3_s013:2113:800,ar3_s013,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [-0.709906495401776, -0.10492391958418361, 0.5400964170661727]}",2113,800,2,ar,2.0,2.0,,0.7587743509476319,-0.1130492025744132,4.645109260995598,0.1730324945393966,0.9179470992237712,0.5793681718803377,0.3714285714285714,0.0779955235083088,0.001,0.9227747276104532,0,0.3126072893691597,0.8622264873315566,1.5308377333695051,0.4565467963050897,0.4206318281196622,0.5952099223188246,-0.014724458442759492,0.4387326116773198,373.54327605550134,0.0997200351392845,0.5671002799275482,0.7282083808705404,0.3667819335922898,5.795921819262695e-06,9.0,1.4947977094150824,0.5823899635737312,0.5732557904264642,0.5941720366676028,0.5971144220164907,-0.0209162462411385
ar1_s014:2114:800,ar1_s014,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [0.5957699740004007]}",2114,800,2,ar,2.0,4.0,,0.2476524043967917,0.0141716185745272,0.4062034428892259,0.1706952470090585,0.9980771636006645,0.8267270790248312,0.0178571428571428,0.3165507140411531,0.001,0.705288615608035,0,0.6421124154141994,0.9686269293128186,1.972836470789805,0.6126512402762464,0.1732729209751687,0.8591716807650733,-0.04324128689153728,0.0306349043089486,118.81518553487828,0.0997200351392845,0.5346616169932488,-0.8981739365327718,0.123020576352034,0.0055944390148052,8.0,1.6515103724989215,0.9609865077770756,0.9420811731901308,0.970560382742056,1.004227794668613,-0.0284792095519252
ar2_s015:2115:800,ar2_s015,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [0.32766372554075895, 0.5368890892712977]}",2115,800,14,ar,14.0,3.0,,0.7697466288681595,-0.1011498942120467,3.225933169971475,0.176942226945174,0.987339149397432,0.6870100680068968,0.0017857142857142,0.1961816933276063,0.0044029935414381,0.0803800290222461,0,1.1244342245303935,0.9739324130352964,1.5474000787635729,0.97223599530935,0.3129899319931032,0.5756763546854147,0.025192340319396545,0.3816438839133867,411.6139626034704,0.0997200351392845,0.6026675448707394,-0.898655297190768,0.0816864660743918,0.0028140408390352,2.0,1.4706880689406454,1.1730483970552803,1.1824531447073248,1.118639445555607,1.1478560567358838,0.0638136991517177
ar2_s016:2116:800,ar2_s016,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [0.1137586260949206, -0.1177349526666845]}",2116,800,1,ar,1.0,4.0,,0.0001939601147347,-0.0240102930162484,-0.7428466573295018,0.135772110358949,0.9967330558158374,0.923459893829558,0.0232142857142857,0.5756987782683123,0.001,0.9274156625168164,0,0.4921786878927526,0.9893661741745216,2.172223275130802,0.5404061929582811,0.076540106170442,1.0118380961900544,-0.0065003373758132366,0.1058905519552661,14.544971349659654,0.0997200351392845,0.522805862012185,-0.0716811646949245,0.2261145867613394,0.0018080454407495,5.0,1.7358941141594506,1.0055112312436871,0.999667576765396,1.0060927873197651,1.0120115686195004,-0.0064252105543692
ar2_s017:2117:800,ar2_s017,linear_stochastic,synthetic,forecast,"{'generator': 'ar', 'phi': [0.5866271477564327, -0.5763457450125181]}",2117,800,1,ar,1.0,4.0,,0.2763216095618802,0.00088734989567,0.6505115536099102,0.1662948451462141,0.9994266776596564,0.8325653441070247,0.1803571428571428,0.3396387364070781,0.001,0.8460819895818975,0,0.3435290766498556,0.9168821983025128,1.975924702251399,0.4495785498172586,0.1674346558929753,0.8501711830816483,-0.02903241036132298,-0.0135295212061803,8.468381554853966,0.0997200351392845,0.5318623415116087,-0.3816666008371934,0.1881328091267476,4.472080789652555e-05,3.0,1.6274007320244848,0.773882349008803,0.7646883489151133,0.8150076157572937,0.802914759370126,-0.0503192668421804
