model_suite,n_rows,n_features_declared,n_features_used,qrc_win_rate,qrc_useful_rate,mean_advantage,median_advantage,regression_r2_mean,regression_mae_mean,classification_roc_auc_mean,classification_pr_auc_mean,classification_brier_mean,top_features,notes
frontier_30_tier_a,1000,30,26,0.192,0.051,-0.20305132197751363,-0.06730441019593555,0.37168103147251436,0.15407753781469546,0.7506083896610212,0.2630981389191761,0.04909950963486008,"predictability_gap_linear_gbm,lyapunov,ext_psd_slope,adf_p,ext_trend_strength,ac_timescale,ext_spectral_centroid,sample_entropy",SHAP not available; skipped SHAP importances
