rule,n,qrc_useful_rate,qrc_win_rate,mean_advantage
nl_gain <= -0.375,27,0.4444444444444444,0.5555555555555556,0.07303779171372551
nl_gain > -0.375 and ext_psd_slope <= -9.784 and ext_volatility_ac1 <= 0.959,26,0.4230769230769231,0.46153846153846156,-0.30825480990633203
nl_gain > -0.375 and ext_psd_slope <= -9.784 and ext_volatility_ac1 > 0.959,27,0.07407407407407407,0.3333333333333333,-0.17761778334427664
nl_gain > -0.375 and ext_psd_slope > -9.784 and ext_trend_strength > 0.001,347,0.05475504322766571,0.2219020172910663,-0.21907124227459732
nl_gain > -0.375 and ext_psd_slope > -9.784 and ext_trend_strength <= 0.001,573,0.012216404886561954,0.13787085514834205,-0.2027841467306088
